tripduration,starttime,start station id,stoptime,start station name,start station latitude,end station id,start station longitude,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1104,59:20.5,281,17:45.3,Grand Army Plaza & Central Park S,40.7643971,3589,-73.97371465,Broadway & 12 St,40.7668,-73.9347774,37420,Customer,1992,1
2585,40:07.6,3312,23:12.9,1 Ave & E 94 St,40.7817212,3425,-73.94594,2 Ave & E 104 St,40.7892105,-73.94370784,37039,Subscriber,1971,1
497,44:28.2,3629,52:46.2,Adam Clayton Powell Blvd & W 126 St,40.80949535,3302,-73.94776493,Columbus Ave & W 103 St,40.7969347,-73.96434123,37202,Subscriber,1993,1
1070,03:12.5,3302,21:02.6,Columbus Ave & W 103 St,40.7969347,3527,-73.96434123,5 Ave & E 126 St,40.80698,-73.941747,37202,Subscriber,1979,1
261,09:10.1,448,13:32.1,W 37 St & 10 Ave,40.75660359,72,-73.9979009,W 52 St & 11 Ave,40.76727216,-73.99392888,36193,Customer,1992,1
2198,23:26.6,3425,00:05.2,2 Ave & E 104 St,40.7892105,3541,-73.94370784,Amsterdam Ave & W 125 St,40.813358,-73.956461,37039,Subscriber,1971,1
553,25:46.7,3142,35:00.4,1 Ave & E 62 St,40.7612274,469,-73.96094022,Broadway & W 53 St,40.76344058,-73.98268129,36392,Subscriber,1992,1
2254,28:00.0,3142,05:34.9,1 Ave & E 62 St,40.7612274,3232,-73.96094022,Bond St & Fulton St,40.68962189,-73.98304269,37751,Subscriber,1999,1
670,34:16.7,3873,45:26.8,Madison St & Cypress Ave,40.70068,3072,-73.90742,Leonard St & Boerum St,40.70583339,-73.94644578,37093,Customer,1969,0
6067,01:41.2,3541,42:48.4,Amsterdam Ave & W 125 St,40.813358,3425,-73.956461,2 Ave & E 104 St,40.7892105,-73.94370784,37039,Subscriber,1971,1
1985,05:45.3,3232,38:50.9,Bond St & Fulton St,40.68962189,3803,-73.98304269,Bedford Ave & Montgomery St,40.665816,-73.956934,37751,Subscriber,1999,1
614,16:41.0,151,26:55.1,Cleveland Pl & Spring St,40.72210379,3686,-73.99724901,Gansevoort St & Hudson St,40.7394482,-74.00507033,36147,Subscriber,1994,2
688,55:27.5,72,06:56.3,W 52 St & 11 Ave,40.76727216,3687,-73.99392888,E 33 St & 1 Ave,40.74322681,-73.97449784,36193,Subscriber,1992,1
396,04:25.6,3616,11:01.6,Steinway St & 28 Ave,40.7656251,3593,-73.9136695,31 St & Broadway,40.761584,-73.925921,37544,Subscriber,1993,1
951,16:11.4,469,32:03.0,Broadway & W 53 St,40.76344058,3538,-73.98268129,W 110 St & Amsterdam Ave,40.802692,-73.96295,36392,Subscriber,1996,1
640,51:46.1,3686,02:26.5,Gansevoort St & Hudson St,40.7394482,517,-74.00507033,Pershing Square South,40.751581,-73.97791,36147,Subscriber,1996,1
427,04:36.8,3687,11:43.9,E 33 St & 1 Ave,40.74322681,477,-73.97449784,W 41 St & 8 Ave,40.75640548,-73.9900262,36193,Subscriber,1971,1
763,24:17.7,3226,37:01.6,W 82 St & Central Park West,40.78275,367,-73.97137,E 53 St & Lexington Ave,40.75828065,-73.97069431,36043,Subscriber,1992,1
24208,14:09.3,223,57:37.3,W 13 St & 7 Ave,40.73781509,3798,-73.99994661,W 40 St & 5 Ave,40.752269,-73.982079,36622,Customer,1969,0
1745,15:46.8,380,44:52.2,W 4 St & 7 Ave S,40.73401143,363,-74.00293877,West Thames St,40.70834698,-74.01713445,36974,Customer,1969,0
383,18:09.4,128,24:33.1,MacDougal St & Prince St,40.72710258,3709,-74.00297088,W 15 St & 6 Ave,40.73804614,-73.99642959,36193,Customer,1991,2
1598,22:18.0,504,48:56.1,1 Ave & E 16 St,40.73221853,3707,-73.98165557,Lexington Ave & E 26 St,40.741459,-73.983293,36392,Customer,1986,1
349,09:37.5,281,15:26.5,Grand Army Plaza & Central Park S,40.7643971,422,-73.97371465,W 59 St & 10 Ave,40.770513,-73.988038,36902,Subscriber,1955,1
830,12:21.1,461,26:11.6,E 20 St & 2 Ave,40.73587678,499,-73.98205027,Broadway & W 60 St,40.76915505,-73.98191841,37827,Subscriber,1989,1
854,13:24.7,3136,27:38.7,5 Ave & E 63 St,40.766368,3283,-73.971518,W 89 St & Columbus Ave,40.7882213,-73.97041561,37009,Subscriber,1982,1
299,19:14.5,3289,24:13.8,W 90 St & Amsterdam Ave,40.79017948,3357,-73.97288918,W 106 St & Amsterdam Ave,40.8008363,-73.96644925,36559,Subscriber,1984,1
929,21:51.8,3355,37:21.0,E 66 St & Madison Ave,40.76800889,369,-73.96845281,Washington Pl & 6 Ave,40.73224119,-74.00026394,36974,Subscriber,1989,1
521,22:47.5,3164,31:29.3,Columbus Ave & W 72 St,40.7770575,3731,-73.97898475,W 47 St & 6 Ave,40.758397,-73.98255,37870,Customer,1986,2
470,25:15.6,422,33:05.7,W 59 St & 10 Ave,40.770513,500,-73.988038,Broadway & W 51 St,40.76228826,-73.98336183,36902,Subscriber,2000,1
16361,26:49.8,3709,59:30.8,W 15 St & 6 Ave,40.73804614,533,-73.99642959,Broadway & W 38 St,40.75299641,-73.98721619,36147,Customer,1990,0
161,32:15.0,472,34:56.6,E 32 St & Park Ave,40.7457121,3687,-73.98194829,E 33 St & 1 Ave,40.74322681,-73.97449784,37039,Subscriber,1986,1
221,33:37.0,3809,37:18.3,W 55 St & 6 Ave,40.763189,499,-73.978434,Broadway & W 60 St,40.76915505,-73.98191841,36193,Subscriber,1971,1
294,37:13.5,268,42:07.7,Howard St & Centre St,40.71910537,293,-73.99973337,Lafayette St & E 8 St,40.73020661,-73.99102628,37202,Subscriber,1977,1
1413,41:05.3,410,04:38.5,Suffolk St & Stanton St,40.72066442,531,-73.98517977,Forsyth St & Broome St,40.71893904,-73.99266288,36043,Customer,1986,1
222,42:41.3,497,46:24.3,E 17 St & Broadway,40.73704984,116,-73.99009296,W 17 St & 8 Ave,40.74177603,-74.00149746,36069,Subscriber,1982,1
189,42:49.1,3109,45:58.3,Banker St & Meserole Ave,40.72606,3096,-73.95621,Union Ave & N 12 St,40.71924,-73.95242,37093,Subscriber,1987,2
863,45:57.0,495,00:20.3,W 47 St & 10 Ave,40.76269882,529,-73.99301222,W 42 St & 8 Ave,40.7575699,-73.99098507,37039,Subscriber,1983,1
1448,51:49.5,3041,15:57.7,Kingston Ave & Herkimer St,40.67890679,3790,-73.94142771,Henry St & Middagh St,40.7003,-73.991581,36974,Customer,1969,0
2009,52:18.7,293,25:48.6,Lafayette St & E 8 St,40.73020661,128,-73.99102628,MacDougal St & Prince St,40.72710258,-74.00297088,37202,Subscriber,1980,1
2414,07:34.5,369,47:48.6,Washington Pl & 6 Ave,40.73224119,223,-74.00026394,W 13 St & 7 Ave,40.73781509,-73.99994661,36622,Customer,1989,1
1570,12:38.2,3102,38:48.8,Driggs Ave & Lorimer St,40.72179134,379,-73.9504154,W 31 St & 7 Ave,40.749156,-73.9916,37870,Subscriber,1994,1
1586,12:51.8,479,39:18.1,9 Ave & W 45 St,40.76019252,505,-73.9912551,6 Ave & W 33 St,40.74901271,-73.98848395,36392,Customer,1986,1
756,15:10.8,116,27:46.9,W 17 St & 8 Ave,40.74177603,440,-74.00149746,E 45 St & 3 Ave,40.75255434,-73.97282625,36069,Subscriber,1998,2
3363,25:13.8,531,21:17.7,Forsyth St & Broome St,40.71893904,3918,-73.99266288,Avenue D & E 8 St,40.72387,-73.975767,36043,Customer,1986,1
1502,27:09.1,3096,52:11.5,Union Ave & N 12 St,40.71924,3092,-73.95242,Berry St & N 8 St,40.7190095,-73.95852515,37093,Subscriber,1956,1
2369,30:34.2,3790,10:03.8,Henry St & Middagh St,40.7003,380,-73.991581,W 4 St & 7 Ave S,40.73401143,-74.00293877,36974,Subscriber,1990,2
1634,33:08.2,499,00:22.3,Broadway & W 60 St,40.76915505,128,-73.98191841,MacDougal St & Prince St,40.72710258,-74.00297088,36193,Customer,1990,2
1892,33:52.2,336,05:25.1,Sullivan St & Washington Sq,40.73047747,3167,-73.99906065,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,37078,Subscriber,1987,2
238,37:33.3,529,41:31.8,W 42 St & 8 Ave,40.7575699,447,-73.99098507,8 Ave & W 52 St,40.76370739,-73.9851615,37039,Subscriber,1985,2
1110,39:23.2,128,57:54.1,MacDougal St & Prince St,40.72710258,501,-74.00297088,FDR Drive & E 35 St,40.744219,-73.97121214,37202,Customer,1996,2
1543,42:37.5,440,08:21.1,E 45 St & 3 Ave,40.75255434,3602,-73.97282625,31 Ave & 34 St,40.763154,-73.920827,36069,Subscriber,1979,1
1444,48:15.1,505,12:20.1,6 Ave & W 33 St,40.74901271,504,-73.98848395,1 Ave & E 16 St,40.73221853,-73.98165557,36392,Customer,1986,1
1277,03:33.7,501,24:51.4,FDR Drive & E 35 St,40.744219,3166,-73.97121214,Riverside Dr & W 72 St,40.78057799,-73.98562431,37202,Subscriber,1988,2
1144,06:44.1,3167,25:48.6,Amsterdam Ave & W 73 St,40.77966809,3167,-73.98093045,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,37078,Subscriber,1981,1
2316,08:43.3,447,47:19.6,8 Ave & W 52 St,40.76370739,466,-73.9851615,W 25 St & 6 Ave,40.74395411,-73.99144871,37039,Subscriber,1991,2
472,35:44.6,3285,43:37.3,W 87 St & Amsterdam Ave,40.78839,3536,-73.9747,W 116 St & Broadway,40.8082,-73.9641,37751,Subscriber,1994,2
391,47:16.9,446,53:48.8,W 24 St & 7 Ave,40.74487634,3712,-73.99529885,W 35 St & Dyer Ave,40.75469175,-73.99740189,36392,Subscriber,1966,1
425,41:25.4,3283,48:31.1,W 89 St & Columbus Ave,40.7882213,3509,-73.97041561,Lenox Ave & W 115 St,40.8011939,-73.9500739,37009,Subscriber,1968,1
246,42:27.6,3731,46:33.7,W 47 St & 6 Ave,40.758397,3699,-73.98255,W 50 St & 9 Ave,40.76360468,-73.98917958,37870,Subscriber,1964,1
1095,49:23.2,3074,07:38.2,Montrose Ave & Bushwick Ave,40.70767788,410,-73.94016171,Suffolk St & Stanton St,40.72066442,-73.98517977,37093,Subscriber,1985,1
388,51:06.2,3509,57:34.6,Lenox Ave & W 115 St,40.8011939,3689,-73.9500739,W 104 St & Amsterdam Ave,40.79904139,-73.9664948,37009,Subscriber,1997,1
1054,52:12.5,3565,09:47.5,36 Ave & 10 St,40.7614376,3372,-73.9411265,E 74 St & 1 Ave,40.7689738,-73.95482273,36043,Subscriber,1978,1
326,24:55.3,497,30:21.3,E 17 St & Broadway,40.73704984,3711,-73.99009296,E 13 St & Avenue A,40.72966729,-73.98067966,36392,Subscriber,1959,1
292,26:47.9,285,31:40.0,Broadway & E 14 St,40.73454567,2003,-73.99074142,1 Ave & E 18 St,40.73381219,-73.98054421,36147,Subscriber,1990,1
427,27:47.1,3290,34:54.9,E 89 St & York Ave,40.7779453,3362,-73.946041,Madison Ave & E 82 St,40.7781314,-73.96069399,37078,Subscriber,1971,1
997,37:28.3,2010,54:05.5,Grand St & Greene St,40.72170005,438,-74.00238141,St Marks Pl & 1 Ave,40.72779126,-73.98564945,36043,Customer,1969,0
123,49:03.8,157,51:07.3,Henry St & Atlantic Ave,40.69089272,3242,-73.99612349,Schermerhorn St & Court St,40.69102926,-73.99183363,36974,Subscriber,1976,1
344,49:16.0,3711,55:00.4,E 13 St & Avenue A,40.72966729,150,-73.98067966,E 2 St & Avenue C,40.7208736,-73.98085795,36392,Subscriber,1995,1
277,54:38.9,3242,59:16.5,Schermerhorn St & Court St,40.69102926,3790,-73.99183363,Henry St & Middagh St,40.7003,-73.991581,36974,Subscriber,1976,1
1577,58:22.5,3016,24:40.3,Kent Ave & N 7 St,40.72036775,503,-73.96165073,E 20 St & Park Ave,40.73827428,-73.98751968,37093,Subscriber,1986,1
1684,59:25.4,3580,27:29.8,St Johns Pl & Washington Ave,40.6737236,280,-73.9631611,E 10 St & 5 Ave,40.73331967,-73.99510132,36622,Subscriber,1992,1
461,07:17.2,150,14:58.6,E 2 St & Avenue C,40.7208736,504,-73.98085795,1 Ave & E 16 St,40.73221853,-73.98165557,36392,Subscriber,1998,1
503,15:11.0,3163,23:34.0,Central Park West & W 68 St,40.7734066,530,-73.97782542,11 Ave & W 59 St,40.77149671,-73.99046034,37039,Subscriber,1965,1
2117,09:23.6,3534,44:40.9,Frederick Douglass Blvd & W 117 St,40.805159,3518,-73.954692,Lenox Ave & W 126 St,40.808442,-73.9452087,36053,Subscriber,1998,2
511,09:31.1,3918,18:02.3,Avenue D & E 8 St,40.72387,412,-73.975767,Forsyth St & Canal St,40.7158155,-73.99422366,36043,Subscriber,1991,2
482,26:50.1,458,34:52.4,11 Ave & W 27 St,40.751396,368,-74.005226,Carmine St & 6 Ave,40.73038599,-74.00214988,37039,Subscriber,1972,1
924,27:41.0,412,43:05.3,Forsyth St & Canal St,40.7158155,389,-73.99422366,Broadway & Berry St,40.71044554,-73.96525063,36043,Subscriber,1995,1
1399,17:47.3,3564,41:06.7,21 St & 36 Ave,40.7601853,3557,-73.9362726,40 Ave & 9 St,40.75742,-73.945133,36902,Customer,1995,1
937,18:53.0,368,34:30.1,Carmine St & 6 Ave,40.73038599,462,-74.00214988,W 22 St & 10 Ave,40.74691959,-74.00451887,37039,Subscriber,1960,1
1919,48:06.9,3518,20:06.1,Lenox Ave & W 126 St,40.808442,3629,-73.9452087,Adam Clayton Powell Blvd & W 126 St,40.80949535,-73.94776493,36053,Subscriber,1992,1
1878,13:38.4,3592,44:57.0,Crescent St & Broadway,40.7633589,3163,-73.9286471,Central Park West & W 68 St,40.7734066,-73.97782542,37544,Subscriber,1982,1
3487,20:18.5,3629,18:25.7,Adam Clayton Powell Blvd & W 126 St,40.80949535,3531,-73.94776493,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,36053,Subscriber,1992,1
614,45:18.1,224,55:33.0,Spruce St & Nassau St,40.71146364,3790,-74.00552427,Henry St & Middagh St,40.7003,-73.991581,36974,Subscriber,1986,1
1068,46:57.6,3689,04:46.1,W 104 St & Amsterdam Ave,40.79904139,3350,-73.9664948,W 100 St & Broadway,40.7973721,-73.97041192,37078,Subscriber,1988,1
1052,23:48.5,462,41:21.0,W 22 St & 10 Ave,40.74691959,417,-74.00451887,Barclay St & Church St,40.71291224,-74.01020234,37039,Customer,1978,1
914,52:25.9,3798,07:40.5,W 40 St & 5 Ave,40.752269,493,-73.982079,W 45 St & 6 Ave,40.7568001,-73.98291153,36622,Subscriber,1986,2
1071,14:47.1,493,32:38.6,W 45 St & 6 Ave,40.7568001,492,-73.98291153,W 33 St & 7 Ave,40.75019995,-73.99093085,36622,Subscriber,1986,2
2129,37:57.1,492,13:26.8,W 33 St & 7 Ave,40.75019995,442,-73.99093085,W 27 St & 7 Ave,40.746647,-73.993915,36622,Subscriber,1983,1
274,14:36.4,417,19:10.5,Barclay St & Church St,40.71291224,82,-74.01020234,St James Pl & Pearl St,40.71117416,-74.00016545,37039,Subscriber,1959,2
1186,24:41.6,3166,44:28.1,Riverside Dr & W 72 St,40.78057799,536,-73.98562431,1 Ave & E 30 St,40.74144387,-73.97536082,37202,Subscriber,1988,2
777,36:06.0,3158,49:03.3,W 63 St & Broadway,40.77163851,402,-73.98261428,Broadway & E 22 St,40.7403432,-73.98955109,37870,Subscriber,1981,1
494,53:54.5,3790,02:08.6,Henry St & Middagh St,40.7003,313,-73.991581,Washington Ave & Park Ave,40.69610226,-73.96751037,36974,Customer,1985,1
1230,00:04.3,3362,20:34.5,Madison Ave & E 82 St,40.7781314,336,-73.96069399,Sullivan St & Washington Sq,40.73047747,-73.99906065,37078,Subscriber,1973,1
2300,08:28.4,3790,46:48.8,Henry St & Middagh St,40.7003,3041,-73.991581,Kingston Ave & Herkimer St,40.67890679,-73.94142771,36974,Subscriber,2002,1
631,18:34.0,3798,29:05.1,W 40 St & 5 Ave,40.752269,465,-73.982079,Broadway & W 41 St,40.75513557,-73.98658032,37870,Subscriber,1973,1
1459,21:28.5,3071,45:48.4,Boerum St & Broadway,40.70538077,401,-73.94976519,Allen St & Rivington St,40.72019576,-73.98997825,37202,Subscriber,1984,1
704,24:19.7,3141,36:03.9,1 Ave & E 68 St,40.76500525,495,-73.95818491,W 47 St & 10 Ave,40.76269882,-73.99301222,37039,Subscriber,1959,1
824,28:03.9,3435,41:48.8,Grand St & Elizabeth St,40.718822,3456,-73.99596,Jackson St & Leonard St,40.71638032,-73.94821286,36147,Customer,1995,1
123,31:05.3,465,33:08.5,Broadway & W 41 St,40.75513557,267,-73.98658032,Broadway & W 36 St,40.75097711,-73.98765428,37870,Subscriber,1973,1
257,34:10.4,3557,38:27.6,40 Ave & 9 St,40.75742,3564,-73.945133,21 St & 36 Ave,40.7601853,-73.9362726,36902,Subscriber,1969,1
4124,41:10.8,3543,49:55.7,Morningside Dr & Amsterdam Ave,40.81028506,3543,-73.95736456,Morningside Dr & Amsterdam Ave,40.81028506,-73.95736456,37009,Customer,1969,0
274,49:03.6,438,53:37.8,St Marks Pl & 1 Ave,40.72779126,410,-73.98564945,Suffolk St & Stanton St,40.72066442,-73.98517977,36043,Subscriber,1997,1
158,56:28.5,280,59:07.2,E 10 St & 5 Ave,40.73331967,369,-73.99510132,Washington Pl & 6 Ave,40.73224119,-74.00026394,36622,Subscriber,1951,1
745,01:48.1,401,14:13.3,Allen St & Rivington St,40.72019576,268,-73.98997825,Howard St & Centre St,40.71910537,-73.99973337,37202,Customer,1987,1
1874,03:18.9,267,34:33.6,Broadway & W 36 St,40.75097711,3102,-73.98765428,Driggs Ave & Lorimer St,40.72179134,-73.9504154,37870,Subscriber,1978,1
357,06:12.2,3654,12:09.9,31 St & Northern Blvd,40.75186951,3592,-73.9334929,Crescent St & Broadway,40.7633589,-73.9286471,37544,Customer,1989,1
2232,27:51.9,150,05:04.6,E 2 St & Avenue C,40.7208736,3529,-73.98085795,Lenox Ave & W 130 St,40.8107922,-73.9430681,37039,Subscriber,1986,1
2286,28:43.1,3129,06:49.4,Queens Plaza North & Crescent St,40.75110165,455,-73.94073717,1 Ave & E 44 St,40.75001986,-73.96905301,36053,Subscriber,1989,1
821,39:47.3,528,53:28.9,2 Ave & E 31 St,40.74290902,513,-73.97706058,W 56 St & 10 Ave,40.768254,-73.988639,37202,Subscriber,1960,1
856,44:50.4,237,59:06.7,E 11 St & 2 Ave,40.73047309,3918,-73.98672378,Avenue D & E 8 St,40.72387,-73.975767,37870,Subscriber,1979,1
721,49:54.1,3376,01:55.3,E 65 St & 2 Ave,40.76471852,3129,-73.9622207,Queens Plaza North & Crescent St,40.75110165,-73.94073717,36069,Subscriber,1990,1
693,56:12.9,313,07:46.3,Washington Ave & Park Ave,40.69610226,307,-73.96751037,Canal St & Rutgers St,40.71427487,-73.98990025,36974,Subscriber,1994,1
2530,02:55.2,3712,45:06.1,W 35 St & Dyer Ave,40.75469175,415,-73.99740189,Pearl St & Hanover Square,40.7047177,-74.00926027,36392,Subscriber,1991,1
1823,04:40.3,3918,35:03.8,Avenue D & E 8 St,40.72387,339,-73.975767,Avenue D & E 12 St,40.72580614,-73.97422494,37870,Subscriber,1979,1
249,05:38.9,3589,09:48.8,Broadway & 12 St,40.7668,3621,-73.9347774,27 Ave & 9 St,40.7739825,-73.9309134,36902,Subscriber,1987,2
2342,07:02.0,455,46:04.9,1 Ave & E 44 St,40.75001986,474,-73.96905301,5 Ave & E 29 St,40.7451677,-73.98683077,36053,Subscriber,1989,1
466,07:07.6,3536,14:54.2,W 116 St & Broadway,40.8082,3366,-73.9641,West End Ave & W 107 St,40.8021174,-73.96818053,37751,Subscriber,1956,1
781,07:50.9,3618,20:52.1,27 St & Hunter St,40.7485,3602,-73.941275,31 Ave & 34 St,40.763154,-73.920827,37420,Subscriber,1964,1
833,12:49.1,3167,26:42.4,Amsterdam Ave & W 73 St,40.77966809,515,-73.98093045,W 43 St & 10 Ave,40.76009437,-73.99461843,37078,Subscriber,1982,1
429,25:24.5,307,32:33.8,Canal St & Rutgers St,40.71427487,393,-73.98990025,E 5 St & Avenue C,40.72299208,-73.97995466,36974,Subscriber,1983,1
649,26:29.0,3529,37:18.4,Lenox Ave & W 130 St,40.8107922,3689,-73.9430681,W 104 St & Amsterdam Ave,40.79904139,-73.9664948,37039,Customer,1969,0
1112,26:46.4,3457,45:19.2,E 58 St & Madison Ave,40.76302594,3605,-73.97209525,31 Ave & Crescent St,40.7658346,-73.9265474,37093,Subscriber,1982,1
5516,36:19.6,3285,08:16.4,W 87 St & Amsterdam Ave,40.78839,3177,-73.9747,W 84 St & Broadway,40.7867947,-73.977112,37751,Subscriber,1999,1
1668,44:49.6,3709,12:38.2,W 15 St & 6 Ave,40.73804614,3107,-73.99642959,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,36193,Subscriber,1991,2
2875,45:52.6,3602,33:47.9,31 Ave & 34 St,40.763154,3534,-73.920827,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,36053,Customer,1969,0
2869,45:54.0,3602,33:43.8,31 Ave & 34 St,40.763154,3534,-73.920827,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,36069,Subscriber,1986,2
193,47:38.3,466,50:52.3,W 25 St & 6 Ave,40.74395411,446,-73.99144871,W 24 St & 7 Ave,40.74487634,-73.99529885,37039,Subscriber,1991,2
2282,49:56.3,363,27:58.6,West Thames St,40.70834698,128,-74.01713445,MacDougal St & Prince St,40.72710258,-74.00297088,36974,Subscriber,1975,1
2251,54:22.2,446,31:54.0,W 24 St & 7 Ave,40.74487634,3709,-73.99529885,W 15 St & 6 Ave,40.73804614,-73.99642959,37039,Subscriber,1991,2
1221,56:22.6,3707,16:43.7,Lexington Ave & E 26 St,40.741459,496,-73.983293,E 16 St & 5 Ave,40.73726186,-73.99238967,36392,Customer,1986,1
1441,21:06.8,496,45:07.8,E 16 St & 5 Ave,40.73726186,3712,-73.99238967,W 35 St & Dyer Ave,40.75469175,-73.99740189,36392,Customer,1986,1
623,24:08.9,3167,34:32.1,Amsterdam Ave & W 73 St,40.77966809,3689,-73.98093045,W 104 St & Amsterdam Ave,40.79904139,-73.9664948,37078,Subscriber,1981,1
1374,24:09.6,3918,47:03.9,Avenue D & E 8 St,40.72387,3918,-73.975767,Avenue D & E 8 St,40.72387,-73.975767,36043,Subscriber,1958,2
2322,28:04.3,128,06:47.1,MacDougal St & Prince St,40.72710258,224,-74.00297088,Spruce St & Nassau St,40.71146364,-74.00552427,36974,Subscriber,1975,1
618,57:09.9,379,07:28.6,W 31 St & 7 Ave,40.749156,3158,-73.9916,W 63 St & Broadway,40.77163851,-73.98261428,37870,Subscriber,1978,1
444,58:38.4,3709,06:02.9,W 15 St & 6 Ave,40.73804614,458,-73.99642959,11 Ave & W 27 St,40.751396,-74.005226,37039,Subscriber,1993,2
1016,53:14.0,3375,10:10.9,3 Ave & E 72 St,40.7699426,3374,-73.96060712,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,36622,Subscriber,1965,1
680,54:00.2,3689,05:20.8,W 104 St & Amsterdam Ave,40.79904139,3527,-73.9664948,5 Ave & E 126 St,40.80698,-73.941747,37039,Customer,1969,0
2457,56:07.9,3323,37:05.2,W 106 St & Central Park West,40.7981856,3165,-73.9605909,Central Park West & W 72 St,40.77579377,-73.97620574,37544,Subscriber,1967,2
324,15:02.7,495,20:27.2,W 47 St & 10 Ave,40.76269882,458,-73.99301222,11 Ave & W 27 St,40.751396,-74.005226,36392,Subscriber,1991,1
574,18:18.7,369,27:53.5,Washington Pl & 6 Ave,40.73224119,379,-74.00026394,W 31 St & 7 Ave,40.749156,-73.9916,36974,Subscriber,1980,1
1718,19:37.5,316,48:15.8,Fulton St & William St,40.70955958,3173,-74.00653609,Riverside Blvd & W 67 St,40.77750703,-73.98888588,36622,Subscriber,1974,1
868,20:32.6,3156,35:00.8,E 72 St & York Ave,40.76663814,526,-73.95348296,E 33 St & 5 Ave,40.74765947,-73.98490707,36069,Subscriber,1995,1
569,26:01.3,3323,35:31.2,W 106 St & Central Park West,40.7981856,3323,-73.9605909,W 106 St & Central Park West,40.7981856,-73.9605909,37009,Subscriber,1987,1
1585,28:05.0,492,54:30.9,W 33 St & 7 Ave,40.75019995,3649,-73.99093085,W 129 St & Convent Ave,40.81439444,-73.95324737,37039,Customer,1979,1
380,31:02.0,379,37:22.4,W 31 St & 7 Ave,40.749156,536,-73.9916,1 Ave & E 30 St,40.74144387,-73.97536082,36974,Subscriber,1986,1
1744,32:04.6,3300,01:09.2,Prospect Park West & 8 St,40.66514682,3300,-73.97637606,Prospect Park West & 8 St,40.66514682,-73.97637606,36193,Subscriber,1981,2
938,33:49.2,499,49:27.4,Broadway & W 60 St,40.76915505,3301,-73.98191841,Columbus Ave & W 95 St,40.7919557,-73.968087,37827,Subscriber,1977,1
277,03:49.4,116,08:27.2,W 17 St & 8 Ave,40.74177603,223,-74.00149746,W 13 St & 7 Ave,40.73781509,-73.99994661,37751,Subscriber,1987,1
2622,04:24.7,515,48:07.0,W 43 St & 10 Ave,40.76009437,499,-73.99461843,Broadway & W 60 St,40.76915505,-73.98191841,37078,Subscriber,1978,1
1368,07:46.2,389,30:35.0,Broadway & Berry St,40.71044554,497,-73.96525063,E 17 St & Broadway,40.73704984,-73.99009296,36043,Subscriber,1988,1
3700,18:58.1,501,20:38.1,FDR Drive & E 35 St,40.744219,501,-73.97121214,FDR Drive & E 35 St,40.744219,-73.97121214,36069,Subscriber,1992,2
550,53:00.0,3699,02:10.4,W 50 St & 9 Ave,40.76360468,465,-73.98917958,Broadway & W 41 St,40.75513557,-73.98658032,37870,Subscriber,1968,1
1360,54:28.1,497,17:08.6,E 17 St & Broadway,40.73704984,3095,-73.99009296,Graham Ave & Herbert St,40.71929301,-73.94500379,37420,Subscriber,1979,1
317,00:02.8,3687,05:20.5,E 33 St & 1 Ave,40.74322681,492,-73.97449784,W 33 St & 7 Ave,40.75019995,-73.99093085,37039,Subscriber,1988,1
3061,04:44.7,3357,55:46.7,W 106 St & Amsterdam Ave,40.8008363,270,-73.96644925,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,36559,Subscriber,1992,1
2343,08:16.0,410,47:19.1,Suffolk St & Stanton St,40.72066442,532,-73.98517977,S 5 Pl & S 5 St,40.710451,-73.960876,37093,Subscriber,1993,1
1843,09:52.0,3136,40:35.4,5 Ave & E 63 St,40.766368,468,-73.971518,Broadway & W 56 St,40.7652654,-73.98192338,36053,Subscriber,2000,1
697,11:18.5,3689,22:55.6,W 104 St & Amsterdam Ave,40.79904139,3323,-73.9664948,W 106 St & Central Park West,40.7981856,-73.9605909,37009,Subscriber,1971,2
1510,02:01.4,3129,27:11.5,Queens Plaza North & Crescent St,40.75110165,3129,-73.94073717,Queens Plaza North & Crescent St,40.75110165,-73.94073717,36053,Customer,1969,0
1560,11:11.2,3534,37:12.0,Frederick Douglass Blvd & W 117 St,40.805159,3376,-73.954692,E 65 St & 2 Ave,40.76471852,-73.9622207,36069,Customer,1969,0
575,15:54.8,3350,25:29.9,W 100 St & Broadway,40.7973721,3167,-73.97041192,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,37078,Subscriber,1975,2
1669,23:20.8,3263,51:10.5,Cooper Square & Astor Pl,40.72951496,376,-73.9907527,John St & William St,40.70862144,-74.00722156,37870,Customer,1999,1
1131,40:59.8,442,59:51.6,W 27 St & 7 Ave,40.746647,3375,-73.993915,3 Ave & E 72 St,40.7699426,-73.96060712,36622,Subscriber,1985,1
200,48:16.8,3167,51:36.9,Amsterdam Ave & W 73 St,40.77966809,3167,-73.98093045,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,37078,Subscriber,1957,1
