tripduration,starttime,start station id,stoptime,start station name,start station latitude,end station id,start station longitude,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
2157,27:37.9,3504,03:35.5,E 123 St & Lexington Ave,40.8029263,3535,-73.9379,Mt Morris Park W & W 120 St,40.804038,-73.945925,37093,Subscriber,1977,1
1284,27:38.6,3429,49:02.8,Hanson Pl & Ashland Pl,40.68506807,3780,-73.9779076,Wyckoff Av & Stanhope St,40.703545,-73.917775,36902,Subscriber,1990,1
215,27:41.3,3158,31:17.1,W 63 St & Broadway,40.77163851,513,-73.98261428,W 56 St & 10 Ave,40.768254,-73.988639,37870,Subscriber,1958,1
234,30:53.9,422,34:48.5,W 59 St & 10 Ave,40.770513,468,-73.988038,Broadway & W 56 St,40.7652654,-73.98192338,37078,Subscriber,1955,1
1544,32:00.5,3286,57:45.0,E 89 St & 3 Ave,40.7806284,3290,-73.9521667,E 89 St & York Ave,40.7779453,-73.946041,37009,Subscriber,1987,1
1837,33:30.5,445,04:08.4,E 10 St & Avenue A,40.72740794,432,-73.98142006,E 7 St & Avenue A,40.72621788,-73.98379855,37420,Subscriber,1985,1
2360,33:47.1,437,13:07.9,Macon St & Nostrand Ave,40.68098339,3582,-73.95004798,Lincoln Pl & Classon Ave,40.6721683,-73.9609,36069,Subscriber,1983,1
1615,35:19.6,3137,02:14.7,5 Ave & E 73 St,40.77282817,426,-73.96685276,West St & Chambers St,40.71754834,-74.01322069,36043,Subscriber,1995,2
1163,41:38.9,468,01:02.2,Broadway & W 56 St,40.7652654,3128,-73.98192338,21 St & 43 Ave,40.75052534,-73.94594845,37078,Subscriber,1990,1
204,43:44.0,474,47:08.6,5 Ave & E 29 St,40.7451677,526,-73.98683077,E 33 St & 5 Ave,40.74765947,-73.98490707,37039,Customer,1975,1
323,47:17.5,519,52:41.5,Pershing Square North,40.751873,465,-73.977706,Broadway & W 41 St,40.75513557,-73.98658032,36053,Subscriber,1993,1
929,49:13.2,513,04:42.7,W 56 St & 10 Ave,40.768254,3328,-73.988639,W 100 St & Manhattan Ave,40.795,-73.9645,37870,Subscriber,1984,1
868,52:13.9,3414,06:42.3,Bergen St & Flatbush Ave,40.68094472,3394,-73.97567332,Columbia St & W 9 St,40.6769993,-74.00647134,37544,Subscriber,2003,1
676,57:00.5,3572,08:16.9,34 Ave & 38 St,40.756913,3616,-73.921631,Steinway St & 28 Ave,40.7656251,-73.9136695,36392,Subscriber,1988,2
1338,54:29.0,238,16:47.6,Bank St & Washington St,40.7361967,3331,-74.00859207,Riverside Dr & W 104 St,40.8013434,-73.97114574,36043,Subscriber,1956,1
3195,01:53.1,514,55:09.1,12 Ave & W 40 St,40.76087502,3173,-74.00277668,Riverside Blvd & W 67 St,40.77750703,-73.98888588,36974,Customer,1991,1
4001,07:10.5,3082,13:52.1,Hope St & Union Ave,40.71167351,3082,-73.95141312,Hope St & Union Ave,40.71167351,-73.95141312,36902,Customer,1969,0
2628,12:11.6,3593,56:00.0,31 St & Broadway,40.761584,3165,-73.925921,Central Park West & W 72 St,40.77579377,-73.97620574,37093,Subscriber,1997,2
885,13:07.1,2002,27:53.0,Wythe Ave & Metropolitan Ave,40.716887,311,-73.963198,Norfolk St & Broome St,40.7172274,-73.98802084,37039,Subscriber,1995,1
433,19:45.5,3394,26:58.9,Columbia St & W 9 St,40.6769993,3795,-74.00647134,10 St & 2 Ave,40.671907,-73.993612,37544,Subscriber,1984,2
6818,21:25.5,3306,15:04.3,10 St & 7 Ave,40.6662078,347,-73.98199886,Greenwich St & W Houston St,40.728846,-74.008591,37827,Customer,1969,0
2461,23:22.9,523,04:24.2,W 38 St & 8 Ave,40.75466591,3527,-73.99138152,5 Ave & E 126 St,40.80698,-73.941747,36559,Customer,1990,2
7956,23:58.7,3369,36:34.9,E 82 St & East End Ave,40.7724607,224,-73.9468208,Spruce St & Nassau St,40.71146364,-74.00552427,36622,Subscriber,1988,1
1046,26:42.3,3687,44:09.0,E 33 St & 1 Ave,40.74322681,305,-73.97449784,E 58 St & 3 Ave,40.76095756,-73.96724467,36193,Subscriber,1990,2
2763,28:25.7,3156,14:29.6,E 72 St & York Ave,40.76663814,3066,-73.95348296,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,36053,Subscriber,1991,1
6596,34:08.4,3795,24:05.1,10 St & 2 Ave,40.671907,3319,-73.993612,14 St & 5 Ave,40.666287,-73.98895053,37544,Subscriber,1983,1
274,12:10.4,3435,16:44.9,Grand St & Elizabeth St,40.718822,3738,-73.99596,Delancey St & Eldridge St,40.719383,-73.991479,37420,Subscriber,1988,1
1912,16:53.5,3689,48:46.2,W 104 St & Amsterdam Ave,40.79904139,284,-73.9664948,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,36559,Subscriber,1991,2
2029,19:46.3,361,53:35.8,Allen St & Hester St,40.71605866,311,-73.99190759,Norfolk St & Broome St,40.7172274,-73.98802084,37039,Subscriber,1974,2
1770,09:06.2,3288,38:36.4,E 88 St & 1 Ave,40.778301,3573,-73.9488134,35 St & 34 Ave,40.7580583,-73.9242751,37202,Subscriber,1991,1
193,21:17.6,3687,24:31.3,E 33 St & 1 Ave,40.74322681,528,-73.97449784,2 Ave & E 31 St,40.74290902,-73.97706058,36902,Subscriber,1995,2
931,28:52.2,528,44:23.6,2 Ave & E 31 St,40.74290902,236,-73.97706058,St Marks Pl & 2 Ave,40.7284186,-73.98713956,36902,Subscriber,1995,2
330,30:20.9,484,35:51.5,W 44 St & 5 Ave,40.75500254,3457,-73.98014437,E 58 St & Madison Ave,40.76302594,-73.97209525,37093,Subscriber,1981,1
197,34:11.2,455,37:28.5,1 Ave & E 44 St,40.75001986,3734,-73.96905301,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,37009,Subscriber,1948,1
756,54:44.1,3387,07:20.7,E 106 St & Madison Ave,40.7934337,3164,-73.94945003,Columbus Ave & W 72 St,40.7770575,-73.97898475,37078,Subscriber,1988,1
1364,02:33.6,3457,25:18.3,E 58 St & Madison Ave,40.76302594,3593,-73.97209525,31 St & Broadway,40.761584,-73.925921,37093,Subscriber,1980,1
1003,14:56.9,3164,31:40.3,Columbus Ave & W 72 St,40.7770575,167,-73.97898475,E 39 St & 3 Ave,40.7489006,-73.97604882,37078,Subscriber,1979,2
3531,19:55.1,3734,18:46.8,E 58 St &  1 Ave (NW Corner),40.759125,3734,-73.962658,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,37009,Customer,1959,2
3508,22:46.6,3328,21:15.4,W 100 St & Manhattan Ave,40.795,3295,-73.9645,Central Park W & W 96 St,40.79127,-73.964839,36559,Subscriber,1976,2
1021,25:01.9,366,42:03.1,Clinton Ave & Myrtle Ave,40.693261,3306,-73.968896,10 St & 7 Ave,40.6662078,-73.98199886,37827,Subscriber,1985,2
2194,34:52.4,3156,11:27.2,E 72 St & York Ave,40.76663814,3156,-73.95348296,E 72 St & York Ave,40.76663814,-73.95348296,36053,Subscriber,1959,1
1769,36:21.8,390,05:51.6,Duffield St & Willoughby St,40.69221589,514,-73.9842844,12 Ave & W 40 St,40.76087502,-74.00277668,36974,Subscriber,1987,2
1000,37:32.0,236,54:12.1,St Marks Pl & 2 Ave,40.7284186,2002,-73.98713956,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,36902,Customer,1992,1
373,38:42.4,379,44:55.9,W 31 St & 7 Ave,40.749156,507,-73.9916,E 25 St & 2 Ave,40.73912601,-73.97973776,36193,Subscriber,1981,1
1320,16:53.7,3331,38:53.9,Riverside Dr & W 104 St,40.8013434,3699,-73.97114574,W 50 St & 9 Ave,40.76360468,-73.98917958,36043,Subscriber,1989,1
425,20:10.6,3836,27:15.8,Bushwick Ave & Linden St,40.69146,3850,-73.92146,Jefferson St & Cypress Ave,40.70907,-73.92157,37420,Subscriber,1989,1
3542,20:18.7,312,19:21.6,Allen St & Stanton St,40.722055,361,-73.989111,Allen St & Hester St,40.71605866,-73.99190759,37039,Subscriber,1974,2
636,23:23.0,3082,33:59.8,Hope St & Union Ave,40.71167351,282,-73.95141312,Kent Ave & S 11 St,40.70764494,-73.96841526,36902,Customer,1988,2
3316,35:11.2,282,30:27.3,Kent Ave & S 11 St,40.70764494,500,-73.96841526,Broadway & W 51 St,40.76228826,-73.98336183,36902,Subscriber,1991,2
1223,36:09.4,3478,56:33.0,2 Ave & 36 St,40.65708867,3421,-74.00870204,Hoyt St & Warren St,40.6843549,-73.98901629,37751,Customer,1969,0
2912,39:25.4,435,27:58.1,W 21 St & 6 Ave,40.74173969,281,-73.99415556,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,37870,Subscriber,1991,1
1644,40:14.8,3850,07:39.5,Jefferson St & Cypress Ave,40.70907,3435,-73.92157,Grand St & Elizabeth St,40.718822,-73.99596,37420,Customer,1994,1
2154,48:57.8,471,24:52.4,Grand St & Havemeyer St,40.71286844,223,-73.95698119,W 13 St & 7 Ave,40.73781509,-73.99994661,36147,Customer,1986,1
549,54:17.7,2021,03:27.2,W 45 St & 8 Ave,40.75929124,3641,-73.98859651,Broadway & W 25 St,40.74286877,-73.98918629,37078,Subscriber,1983,1
502,55:39.9,3066,04:02.4,Tompkins Ave & Hopkins St,40.69957608,3052,-73.94708417,Lewis Ave & Madison St,40.686312,-73.935775,36053,Subscriber,1966,2
1270,55:44.1,311,16:54.2,Norfolk St & Broome St,40.7172274,3410,-73.98802084,Dean St & Hoyt St,40.6864442,-73.98759104,37039,Subscriber,1981,1
1769,57:03.4,380,26:32.9,W 4 St & 7 Ave S,40.73401143,2008,-74.00293877,Little West St & 1 Pl,40.70569254,-74.01677685,37751,Subscriber,1992,1
279,57:49.3,284,02:28.8,Greenwich Ave & 8 Ave,40.73901691,247,-74.00263761,Perry St & Bleecker St,40.73535398,-74.00483091,36559,Subscriber,1960,1
1828,00:14.2,470,30:42.8,W 20 St & 8 Ave,40.74345335,319,-74.00004031,Fulton St & Broadway,40.711066,-74.009447,36053,Subscriber,1991,1
1136,16:02.8,448,34:59.4,W 37 St & 10 Ave,40.75660359,3323,-73.9979009,W 106 St & Central Park West,40.7981856,-73.9605909,36559,Subscriber,1968,1
785,17:51.6,453,30:56.6,W 22 St & 8 Ave,40.74475148,507,-73.99915362,E 25 St & 2 Ave,40.73912601,-73.97973776,37039,Subscriber,1985,2
397,22:44.0,477,29:21.5,W 41 St & 8 Ave,40.75640548,513,-73.9900262,W 56 St & 10 Ave,40.768254,-73.988639,36622,Subscriber,1994,1
1207,44:58.9,3573,05:06.6,35 St & 34 Ave,40.7580583,539,-73.9242751,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,37202,Subscriber,1986,1
674,55:30.3,529,06:44.3,W 42 St & 8 Ave,40.7575699,238,-73.99098507,Bank St & Washington St,40.7361967,-74.00859207,36043,Subscriber,1957,1
2504,02:41.5,523,44:25.5,W 38 St & 8 Ave,40.75466591,3076,-73.99138152,Scholes St & Manhattan Ave,40.70870368,-73.9448625,37039,Customer,1990,1
1817,05:53.2,3582,36:10.3,Lincoln Pl & Classon Ave,40.6721683,403,-73.9609,E 2 St & 2 Ave,40.72502876,-73.99069656,36069,Subscriber,1987,1
296,24:40.3,2002,29:36.7,Wythe Ave & Metropolitan Ave,40.716887,3082,-73.963198,Hope St & Union Ave,40.71167351,-73.95141312,36902,Customer,1984,1
1070,26:35.4,3295,44:25.5,Central Park W & W 96 St,40.79127,523,-73.964839,W 38 St & 8 Ave,40.75466591,-73.99138152,36559,Subscriber,1976,1
127,38:37.7,174,40:44.8,E 25 St & 1 Ave,40.7381765,3687,-73.97738662,E 33 St & 1 Ave,40.74322681,-73.97449784,36193,Subscriber,1982,1
1743,45:41.1,3734,14:44.5,E 58 St &  1 Ave (NW Corner),40.759125,3318,-73.962658,2 Ave & E 96 St,40.7839636,-73.9471673,37009,Subscriber,1988,1
683,48:22.9,167,59:46.9,E 39 St & 3 Ave,40.7489006,3656,-73.97604882,E 2 St & Avenue A,40.72307749,-73.98583621,37078,Subscriber,1991,1
7048,49:19.7,403,46:48.6,E 2 St & 2 Ave,40.72502876,3137,-73.99069656,5 Ave & E 73 St,40.77282817,-73.96685276,36069,Customer,1969,0
773,50:01.2,3076,02:54.6,Scholes St & Manhattan Ave,40.70870368,2002,-73.9448625,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,37039,Customer,1969,0
5252,51:00.7,539,18:33.3,Metropolitan Ave & Bedford Ave,40.71534825,539,-73.96024116,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,37202,Subscriber,1980,2
780,51:57.6,3491,04:58.3,E 118 St & 1 Ave,40.79747,3369,-73.93504,E 82 St & East End Ave,40.7724607,-73.9468208,36622,Subscriber,1967,2
3818,44:11.4,380,47:50.1,W 4 St & 7 Ave S,40.73401143,471,-74.00293877,Grand St & Havemeyer St,40.71286844,-73.95698119,36147,Customer,1986,1
7993,45:06.9,3699,58:20.3,W 50 St & 9 Ave,40.76360468,530,-73.98917958,11 Ave & W 59 St,40.77149671,-73.99046034,36043,Customer,1969,0
799,58:47.4,3527,12:06.5,5 Ave & E 126 St,40.80698,3689,-73.941747,W 104 St & Amsterdam Ave,40.79904139,-73.9664948,36559,Customer,1969,0
513,59:48.1,3318,08:22.0,2 Ave & E 96 St,40.7839636,3289,-73.9471673,W 90 St & Amsterdam Ave,40.79017948,-73.97288918,37009,Subscriber,1988,2
2088,29:04.7,2008,03:52.9,Little West St & 1 Pl,40.70569254,332,-74.01677685,Cherry St,40.71219906,-73.97948148,37751,Subscriber,1992,1
1908,36:43.1,3168,08:31.7,Central Park West & W 85 St,40.78472675,3168,-73.96961715,Central Park West & W 85 St,40.78472675,-73.96961715,36069,Customer,1976,1
3384,39:59.6,447,36:24.3,8 Ave & W 52 St,40.76370739,447,-73.9851615,8 Ave & W 52 St,40.76370739,-73.9851615,37078,Subscriber,1983,2
2280,42:14.7,252,20:15.4,MacDougal St & Washington Sq,40.73226398,2022,-73.99852205,E 60 St & York Ave,40.759107,-73.959223,37751,Subscriber,1998,1
1332,48:29.0,3164,10:41.2,Columbus Ave & W 72 St,40.7770575,459,-73.97898475,W 20 St & 11 Ave,40.746745,-74.007756,36043,Subscriber,1968,1
2738,35:09.6,350,20:48.3,Clinton St & Grand St,40.71559509,311,-73.9870295,Norfolk St & Broome St,40.7172274,-73.98802084,36053,Subscriber,1993,2
1343,35:11.9,120,57:35.4,Lexington Ave & Classon Ave,40.68676793,144,-73.95928168,Nassau St & Navy St,40.69839895,-73.98068914,36902,Subscriber,1987,2
612,38:38.8,447,48:51.4,8 Ave & W 52 St,40.76370739,492,-73.9851615,W 33 St & 7 Ave,40.75019995,-73.99093085,37078,Subscriber,1965,2
1566,41:41.1,3163,07:47.9,Central Park West & W 68 St,40.7734066,3164,-73.97782542,Columbus Ave & W 72 St,40.7770575,-73.97898475,37009,Customer,2000,1
1043,43:15.6,523,00:38.9,W 38 St & 8 Ave,40.75466591,3374,-73.99138152,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,36069,Subscriber,1995,2
1672,04:06.1,3175,31:58.1,W 70 St & Amsterdam Ave,40.77748046,3360,-73.98288594,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,37009,Customer,2000,1
1849,07:52.9,332,38:42.9,Cherry St,40.71219906,252,-73.97948148,MacDougal St & Washington Sq,40.73226398,-73.99852205,37751,Subscriber,1992,1
2515,08:30.2,439,50:26.1,E 4 St & 2 Ave,40.7262807,120,-73.98978041,Lexington Ave & Classon Ave,40.68676793,-73.95928168,36902,Subscriber,1987,2
1564,09:21.9,3799,35:26.4,6 Ave & W 34 St,40.74964,3725,-73.98805,2 Ave & E 72 St,40.76876203,-73.95840794,36559,Subscriber,1999,1
1552,09:37.6,3573,35:30.5,35 St & 34 Ave,40.7580583,447,-73.9242751,8 Ave & W 52 St,40.76370739,-73.9851615,37078,Subscriber,1973,1
2127,09:39.8,3168,45:06.9,Central Park West & W 85 St,40.78472675,3350,-73.96961715,W 100 St & Broadway,40.7973721,-73.97041192,36069,Subscriber,1991,1
483,16:16.0,530,24:19.7,11 Ave & W 59 St,40.77149671,3164,-73.99046034,Columbus Ave & W 72 St,40.7770575,-73.97898475,36043,Subscriber,1966,1
1647,19:42.0,459,47:09.8,W 20 St & 11 Ave,40.746745,406,-74.007756,Hicks St & Montague St,40.69512845,-73.99595065,36043,Subscriber,1987,0
183,28:13.1,332,31:16.3,Cherry St,40.71219906,350,-73.97948148,Clinton St & Grand St,40.71559509,-73.9870295,36053,Subscriber,1987,1
2672,29:11.2,2022,13:43.6,E 60 St & York Ave,40.759107,3565,-73.959223,36 Ave & 10 St,40.7614376,-73.9411265,37751,Subscriber,1988,1
1023,33:55.0,301,50:58.4,E 2 St & Avenue B,40.72217444,3116,-73.98368779,Huron St & Franklin St,40.73266,-73.95826,36559,Subscriber,1979,1
1688,40:45.3,486,08:54.0,Broadway & W 29 St,40.7462009,3360,-73.98855723,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,36902,Subscriber,1987,2
365,52:10.0,470,58:15.1,W 20 St & 8 Ave,40.74345335,3709,-74.00004031,W 15 St & 6 Ave,40.73804614,-73.99642959,36559,Subscriber,1969,1
307,00:37.2,301,05:45.0,E 2 St & Avenue B,40.72217444,3711,-73.98368779,E 13 St & Avenue A,40.72966729,-73.98067966,36193,Subscriber,1991,1
981,04:30.9,3709,20:52.4,W 15 St & 6 Ave,40.73804614,3656,-73.99642959,E 2 St & Avenue A,40.72307749,-73.98583621,36559,Subscriber,1996,2
2573,31:13.5,3236,14:07.1,W 42 St & Dyer Ave,40.75898481,3531,-73.99379969,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,37870,Subscriber,1983,2
1203,37:13.7,3164,57:17.3,Columbus Ave & W 72 St,40.7770575,3141,-73.97898475,1 Ave & E 68 St,40.76500525,-73.95818491,37009,Subscriber,1984,1
1990,41:43.8,238,14:54.3,Bank St & Washington St,40.7361967,386,-74.00859207,Centre St & Worth St,40.71494807,-74.00234482,36043,Subscriber,1991,1
1517,43:34.8,454,08:52.7,E 51 St & 1 Ave,40.75455731,3535,-73.96592976,Mt Morris Park W & W 120 St,40.804038,-73.945925,36147,Subscriber,1990,2
3449,45:55.5,3707,43:24.7,Lexington Ave & E 26 St,40.741459,477,-73.983293,W 41 St & 8 Ave,40.75640548,-73.9900262,37093,Customer,1969,0
350,54:11.5,499,00:02.3,Broadway & W 60 St,40.76915505,515,-73.98191841,W 43 St & 10 Ave,40.76009437,-73.99461843,36902,Subscriber,1985,1
773,10:52.4,3572,23:46.0,34 Ave & 38 St,40.756913,3602,-73.921631,31 Ave & 34 St,40.763154,-73.920827,37202,Customer,1982,1
170,11:09.4,3141,13:59.9,1 Ave & E 68 St,40.76500525,3141,-73.95818491,1 Ave & E 68 St,40.76500525,-73.95818491,37009,Subscriber,1993,2
1104,11:23.1,3738,29:47.5,Delancey St & Eldridge St,40.719383,3456,-73.991479,Jackson St & Leonard St,40.71638032,-73.94821286,36053,Customer,1993,2
991,16:19.8,399,32:51.1,Lafayette Ave & St James Pl,40.68851534,3115,-73.9647628,India St & Manhattan Ave,40.73232194,-73.9550858,36193,Subscriber,1984,1
1030,22:16.2,3141,39:26.6,1 Ave & E 68 St,40.76500525,3689,-73.95818491,W 104 St & Amsterdam Ave,40.79904139,-73.9664948,37009,Subscriber,1981,1
1238,40:50.0,515,01:28.3,W 43 St & 10 Ave,40.76009437,3286,-73.99461843,E 89 St & 3 Ave,40.7806284,-73.9521667,36902,Subscriber,1985,1
1328,48:05.8,3602,10:14.0,31 Ave & 34 St,40.763154,3602,-73.920827,31 Ave & 34 St,40.763154,-73.920827,37202,Customer,1982,1
1730,14:32.4,3531,43:23.1,Frederick Douglass Blvd & W 129 St,40.8125511,3374,-73.9492286,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,37870,Subscriber,1984,1
113,20:31.1,477,22:25.1,W 41 St & 8 Ave,40.75640548,477,-73.9900262,W 41 St & 8 Ave,40.75640548,-73.9900262,37093,Subscriber,1999,1
2993,24:36.7,3289,14:29.8,W 90 St & Amsterdam Ave,40.79017948,3992,-73.97288918,W 169 St & Fort Washington Ave,40.8428422,-73.9421253,37009,Customer,1969,0
1511,05:28.2,3641,30:39.9,Broadway & W 25 St,40.74286877,3573,-73.98918629,35 St & 34 Ave,40.7580583,-73.9242751,37078,Subscriber,1975,1
1393,10:16.6,3137,33:30.0,5 Ave & E 73 St,40.77282817,3168,-73.96685276,Central Park West & W 85 St,40.78472675,-73.96961715,36069,Subscriber,1991,2
1819,17:17.3,3410,47:36.6,Dean St & Hoyt St,40.6864442,3337,-73.98759104,Dwight St & Van Dyke St,40.67363551,-74.01195556,37039,Subscriber,1981,1
1072,18:39.9,247,36:32.5,Perry St & Bleecker St,40.73535398,151,-74.00483091,Cleveland Pl & Spring St,40.72210379,-73.99724901,36559,Subscriber,1973,1
1934,23:31.9,3992,55:46.3,W 169 St & Fort Washington Ave,40.8428422,3175,-73.9421253,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,37009,Subscriber,1988,1
1901,23:34.3,3052,55:15.7,Lewis Ave & Madison St,40.686312,470,-73.935775,W 20 St & 8 Ave,40.74345335,-74.00004031,36053,Subscriber,1985,1
1119,19:44.2,3337,38:23.3,Dwight St & Van Dyke St,40.67363551,3298,-74.01195556,Warren St & Court St,40.686371,-73.99383324,37039,Subscriber,1976,2
1317,29:32.9,448,51:30.8,W 37 St & 10 Ave,40.75660359,3649,-73.9979009,W 129 St & Convent Ave,40.81439444,-73.95324737,37870,Customer,1969,0
1698,31:41.8,319,00:00.3,Fulton St & Broadway,40.711066,332,-74.009447,Cherry St,40.71219906,-73.97948148,36053,Subscriber,1991,1
1790,34:38.8,3360,04:29.1,Amsterdam Ave & W 79 St,40.7829391,3360,-73.9786517,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,37009,Customer,2000,1
1874,35:51.3,3725,07:05.6,2 Ave & E 72 St,40.76876203,3435,-73.95840794,Grand St & Elizabeth St,40.718822,-73.99596,36559,Subscriber,1999,1
2437,59:42.0,144,40:19.1,Nassau St & Navy St,40.69839895,486,-73.98068914,Broadway & W 29 St,40.7462009,-73.98855723,36902,Subscriber,1979,1
2010,01:15.9,3374,34:46.4,Central Park North & Adam Clayton Powell Blvd,40.799484,3553,-73.955613,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,36069,Subscriber,1995,2
2218,03:38.6,3116,40:37.3,Huron St & Franklin St,40.73266,470,-73.95826,W 20 St & 8 Ave,40.74345335,-74.00004031,36559,Subscriber,1988,1
1679,09:33.2,2017,37:32.4,E 43 St & 2 Ave,40.75022392,532,-73.97121414,S 5 Pl & S 5 St,40.710451,-73.960876,36193,Subscriber,1981,1
681,08:04.3,3711,19:26.1,E 13 St & Avenue A,40.72966729,411,-73.98067966,E 6 St & Avenue D,40.72228087,-73.97668709,36193,Subscriber,1999,1
1486,08:38.4,367,33:24.9,E 53 St & Lexington Ave,40.75828065,367,-73.97069431,E 53 St & Lexington Ave,40.75828065,-73.97069431,36043,Subscriber,1993,2
1879,09:49.5,347,41:09.5,Greenwich St & W Houston St,40.728846,116,-74.008591,W 17 St & 8 Ave,40.74177603,-74.00149746,37827,Subscriber,1970,1
864,09:56.8,361,24:21.1,Allen St & Hester St,40.71605866,334,-73.99190759,W 20 St & 7 Ave,40.74238787,-73.99726235,36147,Subscriber,1981,1
738,22:09.3,3656,34:27.4,E 2 St & Avenue A,40.72307749,284,-73.98583621,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,36559,Subscriber,1994,1
2619,25:01.5,3360,08:41.3,Amsterdam Ave & W 79 St,40.7829391,499,-73.9786517,Broadway & W 60 St,40.76915505,-73.98191841,36902,Subscriber,1989,2
1297,25:33.8,411,47:11.3,E 6 St & Avenue D,40.72228087,3755,-73.97668709,DeKalb Ave & Franklin Ave,40.69064807,-73.95746179,36193,Subscriber,1982,1
635,59:06.1,465,09:41.4,Broadway & W 41 St,40.75513557,3711,-73.98658032,E 13 St & Avenue A,40.72966729,-73.98067966,37093,Subscriber,1968,1
917,52:47.7,3723,08:05.7,Cadman Plaza E & Johnson St,40.69531728,426,-73.99015725,West St & Chambers St,40.71754834,-74.01322069,36559,Subscriber,1992,1
727,17:17.9,426,29:25.7,West St & Chambers St,40.71754834,261,-74.01322069,Johnson St & Gold St,40.69474881,-73.98362464,36559,Subscriber,1992,1
1342,28:58.5,3115,51:21.2,India St & Manhattan Ave,40.73232194,3429,-73.9550858,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,36193,Subscriber,1984,1
905,47:20.5,3531,02:25.8,Frederick Douglass Blvd & W 129 St,40.8125511,3323,-73.9492286,W 106 St & Central Park West,40.7981856,-73.9605909,37870,Subscriber,1969,1
1473,02:37.2,3323,27:11.1,W 106 St & Central Park West,40.7981856,281,-73.9605909,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,37870,Subscriber,1969,1
1051,13:04.0,3535,30:35.4,Mt Morris Park W & W 120 St,40.804038,3150,-73.945925,E 85 St & York Ave,40.77536905,-73.94803392,36147,Subscriber,1981,1
2066,45:07.4,311,19:33.9,Norfolk St & Broome St,40.7172274,312,-73.98802084,Allen St & Stanton St,40.722055,-73.989111,37039,Subscriber,1974,2
2585,55:29.0,3173,38:34.8,Riverside Blvd & W 67 St,40.77750703,532,-73.98888588,S 5 Pl & S 5 St,40.710451,-73.960876,36974,Subscriber,1969,0
8943,56:45.8,305,25:49.2,E 58 St & 3 Ave,40.76095756,305,-73.96724467,E 58 St & 3 Ave,40.76095756,-73.96724467,36193,Subscriber,1984,2
1848,57:22.0,3845,28:10.3,Irving Ave & Harman St,40.70108,380,-73.9179,W 4 St & 7 Ave S,40.73401143,-74.00293877,36147,Subscriber,1991,1
1572,27:45.5,3656,53:58.4,E 2 St & Avenue A,40.72307749,2021,-73.98583621,W 45 St & 8 Ave,40.75929124,-73.98859651,37078,Customer,1969,0
6076,33:58.1,281,15:14.5,Grand Army Plaza & Central Park S,40.7643971,448,-73.97371465,W 37 St & 10 Ave,40.75660359,-73.9979009,37870,Subscriber,1988,2
1272,34:38.2,3421,55:50.8,Hoyt St & Warren St,40.6843549,380,-73.98901629,W 4 St & 7 Ave S,40.73401143,-74.00293877,37751,Subscriber,1990,2
2886,42:20.5,224,30:26.7,Spruce St & Nassau St,40.71146364,195,-74.00552427,Liberty St & Broadway,40.70905623,-74.01043382,36622,Customer,1989,1
1553,42:05.2,500,07:58.8,Broadway & W 51 St,40.76228826,439,-73.98336183,E 4 St & 2 Ave,40.7262807,-73.98978041,36902,Subscriber,1987,2
755,56:17.9,151,08:53.6,Cleveland Pl & Spring St,40.72210379,3799,-73.99724901,6 Ave & W 34 St,40.74964,-73.98805,36559,Subscriber,1999,1
1419,00:09.7,3350,23:48.9,W 100 St & Broadway,40.7973721,523,-73.97041192,W 38 St & 8 Ave,40.75466591,-73.99138152,36069,Subscriber,1978,1
1858,07:33.8,3360,38:31.9,Amsterdam Ave & W 79 St,40.7829391,3163,-73.9786517,Central Park West & W 68 St,40.7734066,-73.97782542,37009,Customer,2000,1
1831,11:19.2,305,41:50.5,E 58 St & 3 Ave,40.76095756,2017,-73.96724467,E 43 St & 2 Ave,40.75022392,-73.97121414,36193,Subscriber,1979,1
738,12:36.4,3435,24:54.6,Grand St & Elizabeth St,40.718822,301,-73.99596,E 2 St & Avenue B,40.72217444,-73.98368779,36559,Customer,1969,0
1941,14:02.7,3649,46:23.9,W 129 St & Convent Ave,40.81439444,2017,-73.95324737,E 43 St & 2 Ave,40.75022392,-73.97121414,37870,Subscriber,1999,1
