1706,38:28.6,3141,06:55.2,1 Ave & E 68 St,40.76500525,293,-73.95818491,Lafayette St & E 8 St,40.73020661,-73.99102628,31853,Subscriber,1947,1
1250,43:34.3,281,04:24.9,Grand Army Plaza & Central Park S,40.7643971,514,-73.97371465,12 Ave & W 40 St,40.76087502,-74.00277668,34362,Customer,1989,2
301,46:44.7,301,51:46.3,E 2 St & Avenue B,40.72217444,326,-73.98368779,E 11 St & 1 Ave,40.72953837,-73.98426726,35327,Subscriber,1992,1
452,50:56.4,127,58:28.8,Barrow St & Hudson St,40.73172428,3244,-74.00674436,University Pl & E 8 St,40.73143724,-73.99490342,35095,Subscriber,1996,2
872,52:32.9,326,07:05.5,E 11 St & 1 Ave,40.72953837,346,-73.98426726,Bank St & Hudson St,40.73652889,-74.00618026,35327,Subscriber,1992,1
1664,06:52.1,514,34:36.1,12 Ave & W 40 St,40.76087502,363,-74.00277668,West Thames St,40.70834698,-74.01713445,34362,Customer,1989,2
1293,06:55.9,3684,28:29.7,W 12 St & W 4 St,40.73756121,3656,-74.00398269,E 2 St & Avenue A,40.72307749,-73.98583621,35293,Subscriber,1960,2
1133,47:02.0,3260,05:55.6,Mercer St & Bleecker St,40.72706363,3641,-73.99662137,Broadway & W 25 St,40.74286877,-73.98918629,35095,Subscriber,1994,1
1176,49:17.3,462,08:54.1,W 22 St & 10 Ave,40.74691959,524,-74.00451887,W 43 St & 6 Ave,40.75527307,-73.98316936,35589,Subscriber,1988,1
588,49:51.2,518,59:39.9,E 39 St & 2 Ave,40.74780373,174,-73.9734419,E 25 St & 1 Ave,40.7381765,-73.97738662,35376,Subscriber,1998,1
1240,02:14.3,3256,22:54.6,Pier 40 - Hudson River Park,40.72771408,280,-74.01129574,E 10 St & 5 Ave,40.73331967,-73.99510132,34820,Subscriber,1943,1
478,02:47.2,228,10:45.4,E 48 St & 3 Ave,40.7546011,528,-73.97187886,2 Ave & E 31 St,40.74290902,-73.97706058,34848,Subscriber,1976,1
261,03:44.7,3232,08:06.2,Bond St & Fulton St,40.68962189,3440,-73.98304269,Fulton St & Adams St,40.69241829,-73.98949474,34086,Subscriber,1955,1
411,05:52.3,474,12:43.8,5 Ave & E 29 St,40.7451677,519,-73.98683077,Pershing Square North,40.751873,-73.977706,35376,Subscriber,1966,1
6010,08:17.5,237,48:28.0,E 11 St & 2 Ave,40.73047309,394,-73.98672378,E 9 St & Avenue C,40.72521311,-73.97768752,35293,Customer,1969,0
514,12:13.9,347,20:48.0,Greenwich St & W Houston St,40.728846,403,-74.008591,E 2 St & 2 Ave,40.72502876,-73.99069656,33890,Subscriber,1980,2
502,20:23.0,519,28:45.8,Pershing Square North,40.751873,3641,-73.977706,Broadway & W 25 St,40.74286877,-73.98918629,35376,Subscriber,1993,1
1288,26:39.3,326,48:07.9,E 11 St & 1 Ave,40.72953837,388,-73.98426726,W 26 St & 10 Ave,40.74971775,-74.00295035,34207,Subscriber,1972,1
667,54:28.8,229,05:36.1,Great Jones St,40.72743423,379,-73.99379025,W 31 St & 7 Ave,40.749156,-73.9916,33890,Subscriber,1979,1
1465,58:11.9,3725,22:37.3,2 Ave & E 72 St,40.76876203,3123,-73.95840794,31 St & Thomson Ave,40.74469738,-73.93540375,34207,Subscriber,1992,1
203,59:54.6,494,03:18.1,W 26 St & 8 Ave,40.74734825,3258,-73.99723551,W 27 St & 10 Ave,40.75018156,-74.00218427,35589,Subscriber,1958,1
160,56:14.1,280,58:54.3,E 10 St & 5 Ave,40.73331967,382,-73.99510132,University Pl & E 14 St,40.73492695,-73.99200509,34820,Subscriber,1986,1
