tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
717,08:33.5,20:31.2,312,Allen St & Stanton St,40.722055,-73.989111,3739,Perry St & Greenwich Ave,40.735918,-74.000939,47569,Customer,1970,0
704,00:00.4,11:45.3,3739,Perry St & Greenwich Ave,40.735918,-74.000939,400,Pitt St & Stanton St,40.71926081,-73.98178024,47569,Customer,1970,0
706,55:08.3,06:54.7,400,Pitt St & Stanton St,40.71926081,-73.98178024,3078,Broadway & Roebling St,40.70924826,-73.96063149,47569,Customer,1970,0
802,14:40.2,28:02.6,3078,Broadway & Roebling St,40.70924826,-73.96063149,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,47569,Customer,1970,0
582,55:55.8,05:38.7,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,3346,Berkeley Pl & 7 Ave,40.67514684,-73.97523209,47569,Customer,1970,0
335,27:07.5,32:43.2,3346,Berkeley Pl & 7 Ave,40.67514684,-73.97523209,3558,Bergen St & Vanderbilt Ave,40.6794388,-73.9680438,47569,Customer,1970,0
839,18:08.4,32:07.6,3558,Bergen St & Vanderbilt Ave,40.6794388,-73.9680438,3246,Montague St & Clinton St,40.69428114,-73.99230033,47569,Customer,1970,0
245,07:44.5,11:49.7,3246,Montague St & Clinton St,40.69428114,-73.99230033,2000,Front St & Washington St,40.70255088,-73.98940236,47569,Customer,1970,0
557,46:50.0,56:07.5,2000,Front St & Washington St,40.70255088,-73.98940236,2000,Front St & Washington St,40.70255088,-73.98940236,47569,Customer,1970,0
259,15:57.5,20:16.9,2000,Front St & Washington St,40.70255088,-73.98940236,3728,Pierrepont St & Monroe Pl,40.69535693,-73.99344027,47569,Customer,1970,0
280,27:45.3,32:25.5,3728,Pierrepont St & Monroe Pl,40.69535693,-73.99344027,3246,Montague St & Clinton St,40.69428114,-73.99230033,47569,Customer,1970,0
288,38:11.0,42:59.5,3246,Montague St & Clinton St,40.69428114,-73.99230033,2000,Front St & Washington St,40.70255088,-73.98940236,47569,Customer,1970,0
1848,07:29.2,38:18.1,2000,Front St & Washington St,40.70255088,-73.98940236,3117,Franklin St & Dupont St,40.73564,-73.95866,47569,Customer,1970,0
1428,10:24.2,34:13.0,3117,Franklin St & Dupont St,40.73564,-73.95866,3673,Dean St & Franklin Ave,40.67759207,-73.95563722,47569,Customer,1976,1
652,16:10.1,27:03.0,3673,Dean St & Franklin Ave,40.67759207,-73.95563722,3917,Willoughby St & Ashland Pl,40.69178,-73.97877,47569,Customer,1970,0
1161,48:38.1,08:00.0,3917,Willoughby St & Ashland Pl,40.69178,-73.97877,3092,Berry St & N 8 St,40.7190095,-73.95852515,47569,Customer,1970,0
2209,19:32.7,56:22.3,3092,Berry St & N 8 St,40.7190095,-73.95852515,3668,Leonard St & Nassau Ave,40.72395678,-73.94984365,47569,Customer,1970,0
2149,00:45.0,36:34.0,3668,Leonard St & Nassau Ave,40.72395678,-73.94984365,3312,1 Ave & E 94 St,40.7817212,-73.94594,47569,Customer,1970,0
211,59:35.7,03:07.2,3312,1 Ave & E 94 St,40.7817212,-73.94594,3391,E 106 St & 1 Ave,40.7892529,-73.93956237,47569,Customer,1970,0
359,52:46.4,58:45.7,3391,E 106 St & 1 Ave,40.7892529,-73.93956237,3497,Pleasant Ave & E 116 St,40.7949879,-73.9333349,47569,Customer,1970,0
777,13:24.3,26:21.5,3497,Pleasant Ave & E 116 St,40.7949879,-73.9333349,3508,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,47569,Customer,1970,0
374,35:24.9,41:38.9,3508,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,47569,Customer,1970,0
388,58:30.4,04:58.5,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,3425,2 Ave & E 104 St,40.7892105,-73.94370784,47569,Customer,1970,0
145,05:43.2,08:09.0,3425,2 Ave & E 104 St,40.7892105,-73.94370784,3391,E 106 St & 1 Ave,40.7892529,-73.93956237,47569,Customer,1970,0
552,28:33.6,37:45.8,3391,E 106 St & 1 Ave,40.7892529,-73.93956237,3157,East End Ave & E 86 St,40.77518615,-73.94446054,47569,Customer,1970,0
379,49:19.8,55:39.0,3157,East End Ave & E 86 St,40.77518615,-73.94446054,3325,E 95 St & 3 Ave,40.7849032,-73.950503,47569,Customer,1970,0
71,19:21.6,20:33.4,3325,E 95 St & 3 Ave,40.7849032,-73.950503,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,47569,Customer,1970,0
244,43:19.5,47:23.6,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,47569,Customer,1970,0
746,22:37.4,35:03.7,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,3504,E 123 St & Lexington Ave,40.8029263,-73.9379,47569,Customer,1970,0
1206,04:07.9,24:14.7,3504,E 123 St & Lexington Ave,40.8029263,-73.9379,3986,E 149 St & Morris Ave,40.81734,-73.922962,47569,Subscriber,1965,1
162,15:26.9,18:09.3,3986,E 149 St & Morris Ave,40.81734,-73.922962,3924,Lincoln Ave & E 138 St,40.810893,-73.927311,47569,Customer,1970,0
697,37:05.5,48:43.0,3924,Lincoln Ave & E 138 St,40.810893,-73.927311,4076,E 150 St & Gerard Ave,40.820089,-73.928947,47569,Customer,1970,0
2293,50:55.1,29:09.1,4076,E 150 St & Gerard Ave,40.820089,-73.928947,4076,E 150 St & Gerard Ave,40.820089,-73.928947,47569,Customer,1970,0
2036,41:05.7,15:02.3,4076,E 150 St & Gerard Ave,40.820089,-73.928947,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,47569,Customer,1970,0
357,31:37.7,37:35.4,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,3378,E 76 St & Park Ave,40.773763,-73.96222088,47569,Customer,1970,0
380,47:55.9,54:16.6,3378,E 76 St & Park Ave,40.773763,-73.96222088,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,47569,Subscriber,1955,1
1006,42:02.0,58:48.0,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,448,W 37 St & 10 Ave,40.75660359,-73.9979009,47569,Customer,1970,0
432,19:24.4,26:37.2,448,W 37 St & 10 Ave,40.75660359,-73.9979009,470,W 20 St & 8 Ave,40.74345335,-74.00004031,47569,Customer,1970,0
732,16:46.9,28:59.8,470,W 20 St & 8 Ave,40.74345335,-74.00004031,383,Greenwich Ave & Charles St,40.735238,-74.000271,47569,Subscriber,1981,1
303,36:56.1,42:00.0,383,Greenwich Ave & Charles St,40.735238,-74.000271,3812,University Pl & E 14 St,40.734814,-73.992085,47569,Subscriber,1986,1
225,05:47.1,09:32.5,3812,University Pl & E 14 St,40.734814,-73.992085,3244,University Pl & E 8 St,40.73143724,-73.99490342,47569,Customer,1970,0
455,13:16.8,20:52.5,3244,University Pl & E 8 St,40.73143724,-73.99490342,168,W 18 St & 6 Ave,40.73971301,-73.99456405,47569,Customer,1970,0
762,25:10.5,37:53.2,168,W 18 St & 6 Ave,40.73971301,-73.99456405,3799,6 Ave & W 34 St,40.74964,-73.98805,47569,Customer,1970,0
475,43:04.5,51:00.1,3799,6 Ave & W 34 St,40.74964,-73.98805,4121,1 Ave & E 39 St,40.74714,-73.97113,47569,Customer,1970,0
1083,53:40.4,11:43.8,4121,1 Ave & E 39 St,40.74714,-73.97113,3143,5 Ave & E 78 St,40.77632142,-73.96427393,47569,Customer,1992,1
1336,36:08.7,58:24.8,3143,5 Ave & E 78 St,40.77632142,-73.96427393,528,2 Ave & E 31 St,40.74290902,-73.97706058,47569,Customer,1970,0
422,05:46.7,12:48.9,528,2 Ave & E 31 St,40.74290902,-73.97706058,490,8 Ave & W 33 St,40.751551,-73.993934,47569,Customer,1970,0
371,14:13.8,20:25.1,490,8 Ave & W 33 St,40.751551,-73.993934,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,47569,Customer,1970,0
2605,10:01.7,53:27.5,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,47569,Customer,1970,0
795,30:06.4,43:22.1,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,248,Laight St & Hudson St,40.72185379,-74.00771779,47569,Customer,1970,0
683,14:33.6,25:57.3,248,Laight St & Hudson St,40.72185379,-74.00771779,504,1 Ave & E 16 St,40.73221853,-73.98165557,47569,Customer,1970,0
1098,41:37.1,59:55.6,504,1 Ave & E 16 St,40.73221853,-73.98165557,529,W 42 St & 8 Ave,40.7575699,-73.99098507,47569,Customer,1970,0
1217,11:06.8,31:24.6,529,W 42 St & 8 Ave,40.7575699,-73.99098507,3292,5 Ave & E 93 St,40.7857851,-73.957481,47569,Customer,1970,0
1296,31:54.7,53:31.3,3292,5 Ave & E 93 St,40.7857851,-73.957481,4121,1 Ave & E 39 St,40.74714,-73.97113,47569,Customer,1970,0
204,55:06.3,58:31.1,4121,1 Ave & E 39 St,40.74714,-73.97113,454,E 51 St & 1 Ave,40.75455731,-73.96592976,47569,Customer,1970,0
4098,02:21.0,10:39.5,454,E 51 St & 1 Ave,40.75455731,-73.96592976,454,E 51 St & 1 Ave,40.75455731,-73.96592976,47569,Customer,1970,0
288,44:20.1,49:09.0,454,E 51 St & 1 Ave,40.75455731,-73.96592976,4121,1 Ave & E 39 St,40.74714,-73.97113,47569,Customer,1970,0
1233,14:56.3,35:29.9,4121,1 Ave & E 39 St,40.74714,-73.97113,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,47569,Subscriber,1964,2
647,32:41.7,43:29.2,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,3156,E 72 St & York Ave,40.76663814,-73.95348296,47569,Customer,1970,0
396,01:42.1,08:18.7,3725,2 Ave & E 72 St,40.76876203,-73.95840794,3296,E 93 St & 2 Ave,40.78245418,-73.94891962,47569,Customer,1970,0
411,23:06.0,29:57.2,3296,E 93 St & 2 Ave,40.78245418,-73.94891962,3495,E 114 St & 1 Ave,40.7945663,-73.9362541,47569,Customer,1970,0
282,24:51.6,29:34.3,3495,E 114 St & 1 Ave,40.7945663,-73.9362541,3493,E 118 St & 3 Ave,40.799139,-73.9389152,47569,Customer,1970,0
380,12:01.7,18:22.2,3493,E 118 St & 3 Ave,40.799139,-73.9389152,3400,E 110 St & Madison Ave,40.7961535,-73.94782145,47569,Customer,1970,0
330,19:19.7,24:50.5,3400,E 110 St & Madison Ave,40.7961535,-73.94782145,3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,47569,Customer,1970,0
526,42:14.5,51:00.5,3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,3299,E 98 St & Park Ave,40.78813,-73.95206,47569,Customer,1970,0
335,06:02.9,11:38.5,3299,E 98 St & Park Ave,40.78813,-73.95206,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,47569,Customer,1970,0
517,53:15.4,01:53.3,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,3177,W 84 St & Broadway,40.7867947,-73.977112,47569,Customer,1970,0
1258,20:21.9,41:20.7,3177,W 84 St & Broadway,40.7867947,-73.977112,525,W 34 St & 11 Ave,40.75594159,-74.0021163,47569,Customer,1970,0
652,17:28.3,28:20.8,525,W 34 St & 11 Ave,40.75594159,-74.0021163,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,47569,Subscriber,1994,1
456,40:16.1,47:52.9,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,330,Reade St & Broadway,40.71450451,-74.00562789,47569,Subscriber,1984,1
292,56:08.2,01:00.6,330,Reade St & Broadway,40.71450451,-74.00562789,304,Broadway & Battery Pl,40.70463334,-74.01361706,47569,Customer,1970,0
1374,47:51.0,10:45.6,304,Broadway & Battery Pl,40.70463334,-74.01361706,3435,Grand St & Elizabeth St,40.718822,-73.99596,47569,Customer,1970,0
709,06:57.4,18:47.2,3435,Grand St & Elizabeth St,40.718822,-73.99596,426,West St & Chambers St,40.71754834,-74.01322069,47569,Customer,1970,0
427,27:45.7,34:52.7,426,West St & Chambers St,40.71754834,-74.01322069,2009,Catherine St & Monroe St,40.71117444,-73.99682619,47569,Customer,1970,0
1245,01:26.2,22:11.8,2009,Catherine St & Monroe St,40.71117444,-73.99682619,3737,Stanton St & Norfolk St,40.720747,-73.986274,47569,Customer,1970,0
636,30:50.9,41:27.0,3737,Stanton St & Norfolk St,40.720747,-73.986274,250,Lafayette St & Jersey St,40.72456089,-73.99565293,47569,Customer,1970,0
651,13:06.0,23:57.4,250,Lafayette St & Jersey St,40.72456089,-73.99565293,415,Pearl St & Hanover Square,40.7047177,-74.00926027,47569,Customer,1970,0
805,28:55.9,42:20.9,415,Pearl St & Hanover Square,40.7047177,-74.00926027,150,E 2 St & Avenue C,40.7208736,-73.98085795,47569,Customer,1970,0
693,46:05.4,57:38.6,150,E 2 St & Avenue C,40.7208736,-73.98085795,3733,Avenue C & E 18 St,40.730563,-73.973984,47569,Customer,1970,0
241,01:44.0,05:45.8,3733,Avenue C & E 18 St,40.730563,-73.973984,504,1 Ave & E 16 St,40.73221853,-73.98165557,47569,Customer,1970,0
1085,19:30.9,37:36.9,504,1 Ave & E 16 St,40.73221853,-73.98165557,4282,Washington St & Barrow St,40.73191132,-74.00876909,47569,Subscriber,2002,1
1104,57:37.5,16:02.4,4282,Washington St & Barrow St,40.73191132,-74.00876909,3163,Central Park West & W 68 St,40.7734066,-73.97782542,47569,Subscriber,1991,1
1332,50:51.9,13:04.6,3163,Central Park West & W 68 St,40.7734066,-73.97782542,3735,W 30 St & 10 Ave,40.752694,-74.002353,47569,Customer,1970,0
1807,16:21.7,46:29.2,3735,W 30 St & 10 Ave,40.752694,-74.002353,3362,Madison Ave & E 82 St,40.7781314,-73.96069399,47569,Customer,1970,0
4887,47:06.4,08:34.0,3362,Madison Ave & E 82 St,40.7781314,-73.96069399,3143,5 Ave & E 78 St,40.77632142,-73.96427393,47569,Customer,1970,0
438,09:34.9,16:53.1,3143,5 Ave & E 78 St,40.77632142,-73.96427393,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,47569,Customer,1970,0
798,27:23.4,40:42.0,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,484,W 44 St & 5 Ave,40.75500254,-73.98014437,47569,Customer,1970,0
603,55:01.3,05:05.1,484,W 44 St & 5 Ave,40.75500254,-73.98014437,501,FDR Drive & E 35 St,40.744219,-73.97121214,47569,Customer,1970,0
960,06:00.8,22:00.9,501,FDR Drive & E 35 St,40.744219,-73.97121214,3233,E 48 St & 5 Ave,40.75724568,-73.97805914,47569,Customer,1970,0
866,24:32.8,38:59.2,3233,E 48 St & 5 Ave,40.75724568,-73.97805914,492,W 33 St & 7 Ave,40.75019995,-73.99093085,47569,Customer,1970,0
442,44:34.4,51:56.7,492,W 33 St & 7 Ave,40.75019995,-73.99093085,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,47569,Customer,1970,0
3644,03:48.9,04:33.3,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,47569,Customer,1970,0
1035,52:14.6,09:30.4,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,479,9 Ave & W 45 St,40.76019252,-73.9912551,47569,Customer,1970,0
722,49:35.4,01:37.5,479,9 Ave & W 45 St,40.76019252,-73.9912551,3437,Riverside Dr & W 91 St,40.79313481,-73.97700369,47569,Customer,1970,0
1234,36:35.6,57:10.4,3437,Riverside Dr & W 91 St,40.79313481,-73.97700369,479,9 Ave & W 45 St,40.76019252,-73.9912551,47569,Customer,1970,0
459,05:59.7,13:38.9,479,9 Ave & W 45 St,40.76019252,-73.9912551,3641,Broadway & W 25 St,40.74286877,-73.98918629,47569,Customer,1970,0
431,31:59.9,39:11.5,3641,Broadway & W 25 St,40.74286877,-73.98918629,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,47569,Customer,1970,0
659,44:59.8,55:59.0,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,3641,Broadway & W 25 St,40.74286877,-73.98918629,47569,Customer,1970,0
490,58:42.9,06:53.0,3641,Broadway & W 25 St,40.74286877,-73.98918629,3635,W 36 St & 9 Ave,40.75462324,-73.99516761,47569,Customer,1970,0
627,47:39.1,58:06.7,3635,W 36 St & 9 Ave,40.75462324,-73.99516761,212,W 16 St & The High Line,40.74334935,-74.00681753,47569,Customer,1970,0
905,53:12.4,08:18.2,212,W 16 St & The High Line,40.74334935,-74.00681753,3809,W 55 St & 6 Ave,40.763189,-73.978434,47569,Customer,1970,0
362,33:08.7,39:10.8,3809,W 55 St & 6 Ave,40.763189,-73.978434,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,47569,Customer,1970,0
352,23:33.4,29:26.2,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,490,8 Ave & W 33 St,40.751551,-73.993934,47569,Customer,1970,0
566,41:12.6,50:38.9,490,8 Ave & W 33 St,40.751551,-73.993934,2012,E 27 St & 1 Ave,40.739445,-73.976806,47569,Customer,1970,0
550,07:12.8,16:23.1,2012,E 27 St & 1 Ave,40.739445,-73.976806,359,E 47 St & Park Ave,40.75510267,-73.97498696,47569,Customer,1970,0
336,44:24.6,50:01.3,359,E 47 St & Park Ave,40.75510267,-73.97498696,4073,W 51 St & Rockefeller Plaza,40.75969996,-73.97808194,47569,Customer,1970,0
97,21:57.2,23:34.7,4073,W 51 St & Rockefeller Plaza,40.75969996,-73.97808194,3809,W 55 St & 6 Ave,40.763189,-73.978434,47569,Customer,1970,0
670,44:32.2,55:42.8,3809,W 55 St & 6 Ave,40.763189,-73.978434,4121,1 Ave & E 39 St,40.74714,-73.97113,47569,Customer,1970,0
1029,05:50.2,23:00.0,4121,1 Ave & E 39 St,40.74714,-73.97113,223,W 13 St & 7 Ave,40.73781509,-73.99994661,47569,Customer,1970,0
286,20:52.9,25:39.7,223,W 13 St & 7 Ave,40.73781509,-73.99994661,168,W 18 St & 6 Ave,40.73971301,-73.99456405,47569,Customer,1970,0
488,28:14.1,36:22.4,168,W 18 St & 6 Ave,40.73971301,-73.99456405,445,E 10 St & Avenue A,40.72740794,-73.98142006,47569,Customer,1970,0
248,00:00.4,04:08.7,445,E 10 St & Avenue A,40.72740794,-73.98142006,302,Avenue D & E 3 St,40.72082834,-73.97793172,47569,Customer,1970,0
397,57:39.3,04:16.7,302,Avenue D & E 3 St,40.72082834,-73.97793172,295,Pike St & E Broadway,40.71406667,-73.99293911,47569,Customer,1970,0
165,37:04.5,39:50.1,295,Pike St & E Broadway,40.71406667,-73.99293911,291,Madison St & Montgomery St,40.713126,-73.984844,47569,Customer,1970,0
241,19:42.5,23:44.0,291,Madison St & Montgomery St,40.713126,-73.984844,361,Allen St & Hester St,40.71605866,-73.99190759,47569,Customer,1970,0
967,12:18.4,28:25.5,361,Allen St & Hester St,40.71605866,-73.99190759,4120,E 39 St & Lexington Ave,40.74949855,-73.97729203,47569,Customer,1970,0
1798,00:15.7,30:14.0,4120,E 39 St & Lexington Ave,40.74949855,-73.97729203,3572,34 Ave & 38 St,40.756913,-73.921631,47569,Customer,1970,0
2491,02:46.0,44:17.8,3572,34 Ave & 38 St,40.756913,-73.921631,3726,Center Blvd & 51 Ave,40.74336608,-73.95960689,47569,Customer,1970,0
777,15:16.2,28:14.0,3726,Center Blvd & 51 Ave,40.74336608,-73.95960689,3555,28 St & 41 Ave,40.751047,-73.93797,47569,Customer,1970,0
1766,09:14.7,38:40.8,3555,28 St & 41 Ave,40.751047,-73.93797,310,State St & Smith St,40.68926942,-73.98912867,47569,Customer,1970,0
1131,54:04.6,12:55.7,310,State St & Smith St,40.68926942,-73.98912867,328,Watts St & Greenwich St,40.72405549,-74.00965965,47569,Subscriber,1966,1
1396,54:07.7,17:24.3,328,Watts St & Greenwich St,40.72405549,-74.00965965,293,Lafayette St & E 8 St,40.73020661,-73.99102628,47569,Customer,1970,0
584,09:17.6,19:02.4,293,Lafayette St & E 8 St,40.73020661,-73.99102628,212,W 16 St & The High Line,40.74334935,-74.00681753,47569,Customer,1970,0
759,00:28.6,13:07.7,212,W 16 St & The High Line,40.74334935,-74.00681753,517,Pershing Square South,40.751581,-73.97791,47569,Customer,1970,0
233,23:11.0,27:04.1,517,Pershing Square South,40.751581,-73.97791,3814,E 56 St & Madison Ave,40.761573,-73.972628,47569,Customer,1970,0
552,29:33.6,38:46.2,3814,E 56 St & Madison Ave,40.761573,-73.972628,3799,6 Ave & W 34 St,40.74964,-73.98805,47569,Customer,1970,0
837,55:23.0,09:20.1,3799,6 Ave & W 34 St,40.74964,-73.98805,3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,47569,Customer,1970,0
1397,32:39.9,55:57.5,3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,405,Washington St & Gansevoort St,40.739323,-74.008119,47569,Customer,1970,0
1115,57:02.1,15:37.5,405,Washington St & Gansevoort St,40.739323,-74.008119,224,Spruce St & Nassau St,40.71146364,-74.00552427,47569,Customer,1970,0
647,19:33.2,30:20.3,224,Spruce St & Nassau St,40.71146364,-74.00552427,261,Johnson St & Gold St,40.69474881,-73.98362464,47569,Customer,1970,0
2669,45:54.3,30:24.3,261,Johnson St & Gold St,40.69474881,-73.98362464,278,Concord St & Bridge St,40.69766564,-73.98476437,47569,Customer,1970,0
832,58:24.7,12:16.8,278,Concord St & Bridge St,40.69766564,-73.98476437,3078,Broadway & Roebling St,40.70924826,-73.96063149,47569,Customer,1970,0
1736,53:53.2,22:49.6,3078,Broadway & Roebling St,40.70924826,-73.96063149,3141,1 Ave & E 68 St,40.76500525,-73.95818491,47569,Customer,1970,0
970,37:43.0,53:53.3,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3141,1 Ave & E 68 St,40.76500525,-73.95818491,47569,Customer,1970,0
185,15:35.0,18:40.4,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3156,E 72 St & York Ave,40.76663814,-73.95348296,47569,Customer,1970,0
216,28:11.9,31:48.5,3156,E 72 St & York Ave,40.76663814,-73.95348296,3152,3 Ave & E 71 St,40.76873687,-73.96119945,47569,Customer,1970,0
406,34:40.9,41:27.3,3152,3 Ave & E 71 St,40.76873687,-73.96119945,3814,E 56 St & Madison Ave,40.761573,-73.972628,47569,Customer,1970,0
806,14:02.2,27:28.8,3814,E 56 St & Madison Ave,40.761573,-73.972628,3605,31 Ave & Crescent St,40.7658346,-73.9265474,47569,Customer,1970,0
382,47:51.4,54:14.0,3605,31 Ave & Crescent St,40.7658346,-73.9265474,3586,34 Ave & 13 St,40.7638753,-73.9364848,47569,Customer,1970,0
292,09:13.3,14:05.7,3586,34 Ave & 13 St,40.7638753,-73.9364848,3605,31 Ave & Crescent St,40.7658346,-73.9265474,47569,Customer,1970,0
1190,45:02.8,04:53.8,3605,31 Ave & Crescent St,40.7658346,-73.9265474,3856,Kingsland Ave & Nassau Ave,40.72577,-73.94173,47569,Customer,1970,0
271,29:52.0,34:23.4,3856,Kingsland Ave & Nassau Ave,40.72577,-73.94173,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,47569,Customer,1970,0
393,56:28.8,03:02.8,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,3108,Nassau Ave & Russell St,40.72557,-73.94434,47569,Subscriber,1992,1
3602,33:02.4,33:04.7,3108,Nassau Ave & Russell St,40.72557,-73.94434,426,West St & Chambers St,40.71754834,-74.01322069,47569,Customer,1970,0
553,41:09.3,50:22.7,426,West St & Chambers St,40.71754834,-74.01322069,405,Washington St & Gansevoort St,40.739323,-74.008119,47569,Customer,1970,0
574,02:14.7,11:48.8,405,Washington St & Gansevoort St,40.739323,-74.008119,514,12 Ave & W 40 St,40.76087502,-74.00277668,47569,Customer,1970,0
512,42:46.1,51:18.9,514,12 Ave & W 40 St,40.76087502,-74.00277668,405,Washington St & Gansevoort St,40.739323,-74.008119,47569,Customer,1970,0
422,13:22.6,20:24.9,405,Washington St & Gansevoort St,40.739323,-74.008119,435,W 21 St & 6 Ave,40.74173969,-73.99415556,47569,Customer,1970,0
587,26:22.4,36:10.4,435,W 21 St & 6 Ave,40.74173969,-73.99415556,450,W 49 St & 8 Ave,40.76227205,-73.98788205,47569,Customer,1970,0
708,58:29.3,10:17.8,450,W 49 St & 8 Ave,40.76227205,-73.98788205,325,E 19 St & 3 Ave,40.73624527,-73.98473765,47569,Customer,1970,0
384,06:49.1,13:14.0,325,E 19 St & 3 Ave,40.73624527,-73.98473765,4120,E 39 St & Lexington Ave,40.74949855,-73.97729203,47569,Customer,1970,0
854,52:00.1,06:14.3,4120,E 39 St & Lexington Ave,40.74949855,-73.97729203,4040,Madison Ave & E 26 St,40.74268473,-73.98671329,47569,Customer,1970,0
652,58:05.5,08:57.7,4040,Madison Ave & E 26 St,40.74268473,-73.98671329,4044,8 Ave & W 38 St,40.75461,-73.99177,47569,Customer,1970,0
925,20:18.5,35:43.8,4044,8 Ave & W 38 St,40.75461,-73.99177,3435,Grand St & Elizabeth St,40.718822,-73.99596,47569,Customer,1970,0
477,39:38.3,47:35.9,3435,Grand St & Elizabeth St,40.718822,-73.99596,3690,Park Pl & Church St,40.71334184,-74.00935516,47569,Customer,1970,0
292,08:15.9,13:08.1,3690,Park Pl & Church St,40.71334184,-74.00935516,2008,Little West St & 1 Pl,40.70569254,-74.01677685,47569,Customer,1970,0
754,38:45.2,51:19.6,2008,Little West St & 1 Pl,40.70569254,-74.01677685,4216,10 Ave & W 14 St,40.7419816,-74.0083158,47569,Customer,1970,0
924,05:29.8,20:54.1,4216,10 Ave & W 14 St,40.7419816,-74.0083158,530,11 Ave & W 59 St,40.77149671,-73.99046034,47569,Customer,1970,0
258,31:50.4,36:09.2,530,11 Ave & W 59 St,40.77149671,-73.99046034,3158,W 63 St & Broadway,40.77163851,-73.98261428,47569,Customer,1970,0
880,23:58.9,38:39.5,3158,W 63 St & Broadway,40.77163851,-73.98261428,4240,E 44 St & Lexington Ave,40.752643,-73.974996,47569,Customer,1970,0
268,13:18.3,17:47.3,4240,E 44 St & Lexington Ave,40.752643,-73.974996,4232,6 Ave & W 45 St,40.756951,-73.982631,47569,Customer,1970,0
3416,04:53.6,01:50.4,4232,6 Ave & W 45 St,40.756951,-73.982631,3233,E 48 St & 5 Ave,40.75724568,-73.97805914,47569,Customer,1970,0
491,41:18.2,49:29.3,3233,E 48 St & 5 Ave,40.75724568,-73.97805914,442,W 27 St & 7 Ave,40.746647,-73.993915,47569,Customer,1970,0
622,24:01.0,34:23.1,442,W 27 St & 7 Ave,40.746647,-73.993915,4120,E 39 St & Lexington Ave,40.74949855,-73.97729203,47569,Subscriber,1973,1
736,37:37.8,49:54.6,4120,E 39 St & Lexington Ave,40.74949855,-73.97729203,341,Stanton St & Mangin St,40.71782143,-73.97628939,47569,Customer,1970,0
3128,03:30.2,55:38.6,341,Stanton St & Mangin St,40.71782143,-73.97628939,332,Cherry St,40.71219906,-73.97948148,47569,Customer,1970,0
1852,37:59.1,08:51.3,450,W 49 St & 8 Ave,40.76227205,-73.98788205,447,8 Ave & W 52 St,40.76370739,-73.9851615,47437,Subscriber,1996,2
1703,12:41.1,41:04.7,447,8 Ave & W 52 St,40.76370739,-73.9851615,3658,W 18 St & 9 Ave,40.74353373,-74.00367558,47437,Customer,1970,0
607,39:16.0,49:23.3,3658,W 18 St & 9 Ave,40.74353373,-74.00367558,476,E 31 St & 3 Ave,40.74394314,-73.97966069,47437,Customer,1970,0
257,03:44.3,08:01.7,476,E 31 St & 3 Ave,40.74394314,-73.97966069,228,E 48 St & 3 Ave,40.7546011,-73.97187886,47437,Customer,1970,0
