tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
693,29:18.5,40:52.2,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,3345,Madison Ave & E 99 St,40.78948542,-73.95242929,49913,Customer,1970,0
653,43:15.6,54:09.4,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,47650,Customer,1970,0
321,40:57.9,46:19.0,3345,Madison Ave & E 99 St,40.78948542,-73.95242929,3509,Lenox Ave & W 115 St,40.8011939,-73.9500739,49913,Subscriber,1994,2
608,30:54.8,41:02.9,3509,Lenox Ave & W 115 St,40.8011939,-73.9500739,3928,Adam Clayton Powell Blvd & W 132 St,40.813539,-73.94521,49913,Customer,1988,0
454,17:51.9,25:26.4,3928,Adam Clayton Powell Blvd & W 132 St,40.813539,-73.94521,3932,Grand Concourse & E 144 St,40.816576,-73.927987,49913,Customer,1970,0
766,36:55.0,49:41.5,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,3581,Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,47650,Customer,1970,0
244,38:25.3,42:30.0,3932,Grand Concourse & E 144 St,40.816576,-73.927987,3932,Grand Concourse & E 144 St,40.816576,-73.927987,49913,Customer,1970,0
401,53:27.7,00:09.0,3581,Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,3423,West Drive & Prospect Park West,40.66106337,-73.97945255,47650,Customer,1970,0
450,37:21.6,44:52.0,3423,West Drive & Prospect Park West,40.66106337,-73.97945255,3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,47650,Customer,1970,0
1289,12:01.0,33:30.9,3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,3419,Douglass St & 4 Ave,40.6792788,-73.98154004,47650,Customer,1970,0
604,34:54.1,44:58.7,3419,Douglass St & 4 Ave,40.6792788,-73.98154004,3728,Pierrepont St & Monroe Pl,40.69535693,-73.99344027,47650,Customer,1970,0
1917,59:48.5,31:46.3,3728,Pierrepont St & Monroe Pl,40.69535693,-73.99344027,447,8 Ave & W 52 St,40.76370739,-73.9851615,47650,Customer,1970,0
388,00:12.4,06:40.9,3932,Grand Concourse & E 144 St,40.816576,-73.927987,4326,Lenox Ave & W 140 St,40.817245,-73.938787,49913,Customer,1970,0
305,37:33.2,42:39.1,4326,Lenox Ave & W 140 St,40.817245,-73.938787,3518,Lenox Ave & W 126 St,40.808442,-73.9452087,49913,Customer,1970,0
193,42:45.2,45:58.7,447,8 Ave & W 52 St,40.76370739,-73.9851615,499,Broadway & W 60 St,40.76915505,-73.98191841,47650,Customer,1970,0
840,12:45.3,26:45.5,499,Broadway & W 60 St,40.76915505,-73.98191841,482,W 15 St & 7 Ave,40.73935542,-73.99931783,47650,Customer,1970,0
299,51:23.5,56:23.3,3518,Lenox Ave & W 126 St,40.808442,-73.9452087,4017,E 138 St & 5 Av,40.81449,-73.936153,49913,Customer,1970,0
1872,32:12.7,03:25.4,482,W 15 St & 7 Ave,40.73935542,-73.99931783,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,47650,Customer,1970,0
384,24:12.9,30:37.1,4017,E 138 St & 5 Av,40.81449,-73.936153,4017,E 138 St & 5 Av,40.81449,-73.936153,49913,Customer,1970,0
1065,18:05.5,35:51.4,4017,E 138 St & 5 Av,40.81449,-73.936153,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,49913,Customer,1970,0
840,22:50.9,36:51.7,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,3092,Berry St & N 8 St,40.7190095,-73.95852515,47650,Customer,1970,0
696,42:42.8,54:19.6,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,49913,Customer,1970,0
316,04:04.3,09:20.8,3092,Berry St & N 8 St,40.7190095,-73.95852515,3100,Nassau Ave & Newell St,40.72481256,-73.94752622,47650,Customer,1970,0
128,16:03.1,18:11.2,3100,Nassau Ave & Newell St,40.72481256,-73.94752622,3856,Kingsland Ave & Nassau Ave,40.72577,-73.94173,47650,Customer,1970,0
1163,17:44.5,37:08.3,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,49913,Customer,1970,0
399,08:35.9,15:15.7,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,49913,Customer,1970,0
319,13:20.1,18:39.9,3856,Kingsland Ave & Nassau Ave,40.72577,-73.94173,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,47650,Customer,1970,0
317,55:18.2,00:35.5,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,47650,Customer,1970,0
682,10:47.9,22:10.2,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3071,Boerum St & Broadway,40.70538077,-73.94976519,47650,Customer,1970,0
622,34:45.6,45:07.8,3071,Boerum St & Broadway,40.70538077,-73.94976519,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,47650,Customer,1970,0
790,45:48.0,58:58.9,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,342,Columbia St & Rivington St,40.71739973,-73.98016555,47650,Customer,1970,0
1798,57:13.4,27:11.8,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,3142,1 Ave & E 62 St,40.7612274,-73.96094022,49913,Customer,1970,0
1074,27:47.9,45:42.5,3142,1 Ave & E 62 St,40.7612274,-73.96094022,3726,Center Blvd & 51 Ave,40.74336608,-73.95960689,49913,Customer,1970,0
435,49:40.8,56:56.6,3726,Center Blvd & 51 Ave,40.74336608,-73.95960689,3117,Franklin St & Dupont St,40.73564,-73.95866,49913,Customer,1970,0
1149,00:18.8,19:28.4,342,Columbia St & Rivington St,40.71739973,-73.98016555,512,W 29 St & 9 Ave,40.7500727,-73.99839279,47650,Customer,1970,0
307,10:34.9,15:42.3,3117,Franklin St & Dupont St,40.73564,-73.95866,3818,Calyer St & Jewel St,40.72984,-73.94839,49913,Customer,1970,0
201,33:54.8,37:15.9,3818,Calyer St & Jewel St,40.72984,-73.94839,3108,Nassau Ave & Russell St,40.72557,-73.94434,49913,Customer,1970,0
1039,10:28.7,27:48.3,3108,Nassau Ave & Russell St,40.72557,-73.94434,3605,31 Ave & Crescent St,40.7658346,-73.9265474,49913,Customer,1970,0
576,41:40.8,51:16.8,512,W 29 St & 9 Ave,40.7500727,-73.99839279,3641,Broadway & W 25 St,40.74286877,-73.98918629,47650,Customer,1970,0
568,07:19.9,16:48.3,3641,Broadway & W 25 St,40.74286877,-73.98918629,303,Mercer St & Spring St,40.72362738,-73.99949601,47650,Customer,1970,0
135,37:27.9,39:43.0,303,Mercer St & Spring St,40.72362738,-73.99949601,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,47650,Customer,1970,0
492,32:21.9,40:34.9,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,3461,Murray St & Greenwich St,40.71485151,-74.01122332,47650,Customer,1970,0
836,49:08.1,03:05.0,3605,31 Ave & Crescent St,40.7658346,-73.9265474,3141,1 Ave & E 68 St,40.76500525,-73.95818491,49913,Customer,1970,0
743,52:54.7,05:18.7,3461,Murray St & Greenwich St,40.71485151,-74.01122332,4282,Washington St & Barrow St,40.73191132,-74.00876909,47650,Customer,1970,0
629,40:44.5,51:13.8,4282,Washington St & Barrow St,40.73191132,-74.00876909,525,W 34 St & 11 Ave,40.75594159,-74.0021163,47650,Customer,1970,0
659,59:49.8,10:49.3,525,W 34 St & 11 Ave,40.75594159,-74.0021163,4072,W 48 St & Rockefeller Plaza,40.75793646,-73.97960275,47650,Customer,1970,0
360,16:03.5,22:04.3,4072,W 48 St & Rockefeller Plaza,40.75793646,-73.97960275,4240,E 44 St & Lexington Ave,40.752643,-73.974996,47650,Customer,1970,0
1326,50:31.6,12:38.1,4240,E 44 St & Lexington Ave,40.752643,-73.974996,4339,"Forsyth St	& Grand St",40.71779818,-73.99316132,47650,Customer,1970,0
601,36:13.7,46:14.8,4339,"Forsyth St	& Grand St",40.71779818,-73.99316132,342,Columbia St & Rivington St,40.71739973,-73.98016555,47650,Subscriber,1959,1
512,54:30.7,03:03.1,342,Columbia St & Rivington St,40.71739973,-73.98016555,3435,Grand St & Elizabeth St,40.718822,-73.99596,47650,Customer,1970,0
187,30:21.1,33:28.4,3435,Grand St & Elizabeth St,40.718822,-73.99596,251,Mott St & Prince St,40.72317958,-73.99480012,47650,Customer,1970,0
265,21:15.0,25:40.8,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,49913,Subscriber,1989,1
542,07:39.9,16:42.8,251,Mott St & Prince St,40.72317958,-73.99480012,4040,Madison Ave & E 26 St,40.74268473,-73.98671329,47650,Customer,1970,0
1556,09:49.3,35:46.0,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,499,Broadway & W 60 St,40.76915505,-73.98191841,49913,Customer,1970,0
1034,19:25.6,36:40.3,4040,Madison Ave & E 26 St,40.74268473,-73.98671329,302,Avenue D & E 3 St,40.72082834,-73.97793172,47650,Customer,1970,0
1085,46:09.0,04:14.8,499,Broadway & W 60 St,40.76915505,-73.98191841,526,E 33 St & 5 Ave,40.74765947,-73.98490707,49913,Customer,1970,0
2434,05:47.7,46:22.2,526,E 33 St & 5 Ave,40.74765947,-73.98490707,3886,Menahan St & Onderdonk Ave,40.70553,-73.9096,49913,Customer,1970,0
1825,44:57.8,15:23.4,302,Avenue D & E 3 St,40.72082834,-73.97793172,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,47650,Customer,1970,0
947,13:09.5,28:56.6,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,3241,Monroe St & Tompkins Ave,40.686203,-73.944694,47650,Customer,1970,0
266,25:24.4,29:51.2,3886,Menahan St & Onderdonk Ave,40.70553,-73.9096,3876,Forest Ave & Summerfield St,40.69922,-73.89795,49913,Customer,1970,0
2586,08:17.7,51:24.1,3876,Forest Ave & Summerfield St,40.69922,-73.89795,251,Mott St & Prince St,40.72317958,-73.99480012,49913,Customer,1970,0
949,15:01.0,30:50.3,3241,Monroe St & Tompkins Ave,40.686203,-73.944694,3085,Roebling St & N 4 St,40.71469,-73.95739,47650,Customer,1970,0
1149,12:44.2,31:54.0,3085,Roebling St & N 4 St,40.71469,-73.95739,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,47650,Customer,1970,0
775,36:17.9,49:13.2,251,Mott St & Prince St,40.72317958,-73.99480012,435,W 21 St & 6 Ave,40.74173969,-73.99415556,49913,Customer,1970,0
2254,48:54.9,26:29.6,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,47650,Customer,1970,0
854,03:18.7,17:33.3,435,W 21 St & 6 Ave,40.74173969,-73.99415556,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,49913,Customer,1970,0
4030,22:03.1,29:13.7,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,3298,Warren St & Court St,40.686371,-73.99383324,49913,Customer,1970,0
1220,30:08.7,50:28.8,3298,Warren St & Court St,40.686371,-73.99383324,3298,Warren St & Court St,40.686371,-73.99383324,49913,Customer,1970,0
1288,08:36.6,30:05.2,3298,Warren St & Court St,40.686371,-73.99383324,312,Allen St & Stanton St,40.722055,-73.989111,49913,Customer,1970,0
1704,28:28.4,56:52.4,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,3357,W 106 St & Amsterdam Ave,40.8008363,-73.96644925,47650,Customer,1970,0
570,37:56.1,47:26.8,312,Allen St & Stanton St,40.722055,-73.989111,496,E 16 St & 5 Ave,40.73726186,-73.99238967,49913,Customer,1970,0
1872,00:49.1,32:01.5,3357,W 106 St & Amsterdam Ave,40.8008363,-73.96644925,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,47650,Customer,1970,0
919,01:30.0,16:49.9,496,E 16 St & 5 Ave,40.73726186,-73.99238967,422,W 59 St & 10 Ave,40.770513,-73.988038,49913,Customer,1970,0
565,04:57.6,14:22.8,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,47650,Customer,1970,0
1079,25:26.1,43:25.6,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,3495,E 114 St & 1 Ave,40.7945663,-73.9362541,47650,Customer,1970,0
1105,28:41.6,47:07.1,422,W 59 St & 10 Ave,40.770513,-73.988038,3141,1 Ave & E 68 St,40.76500525,-73.95818491,49913,Customer,1970,0
596,49:44.3,59:40.6,3141,1 Ave & E 68 St,40.76500525,-73.95818491,440,E 45 St & 3 Ave,40.75255434,-73.97282625,49913,Customer,1970,0
980,16:50.6,33:11.4,3495,E 114 St & 1 Ave,40.7945663,-73.9362541,4075,Central Park West & W 85 St,40.78476,-73.969862,47650,Customer,1970,0
1494,57:07.7,22:02.3,4075,Central Park West & W 85 St,40.78476,-73.969862,3163,Central Park West & W 68 St,40.7734066,-73.97782542,47650,Customer,1970,0
552,16:54.7,26:07.4,440,E 45 St & 3 Ave,40.75255434,-73.97282625,3152,3 Ave & E 71 St,40.76873687,-73.96119945,49913,Customer,1970,0
3470,29:55.9,27:46.1,3152,3 Ave & E 71 St,40.76873687,-73.96119945,3156,E 72 St & York Ave,40.76663814,-73.95348296,49913,Customer,1970,0
799,25:44.4,39:03.8,3163,Central Park West & W 68 St,40.7734066,-73.97782542,3163,Central Park West & W 68 St,40.7734066,-73.97782542,47650,Customer,1970,0
1739,45:03.1,14:02.4,3163,Central Park West & W 68 St,40.7734066,-73.97782542,4193,W 181 St & Riverside Dr,40.85168,-73.94186,47650,Customer,1970,0
1780,14:48.3,44:29.1,4193,W 181 St & Riverside Dr,40.85168,-73.94186,4069,Cabrini Blvd & W 177 St,40.848282,-73.941343,47650,Customer,1970,0
962,45:13.7,01:16.4,4069,Cabrini Blvd & W 177 St,40.848282,-73.941343,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,47650,Customer,1970,0
205,10:36.6,14:02.5,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,3623,W 120 St & Claremont Ave,40.8109494,-73.9634,47650,Customer,1970,0
295,09:44.9,14:40.6,3156,E 72 St & York Ave,40.76663814,-73.95348296,3290,E 89 St & York Ave,40.7779453,-73.946041,49913,Customer,1970,0
557,42:05.7,51:22.8,3290,E 89 St & York Ave,40.7779453,-73.946041,3141,1 Ave & E 68 St,40.76500525,-73.95818491,49913,Customer,1970,0
84,19:08.9,20:33.3,3623,W 120 St & Claremont Ave,40.8109494,-73.9634,3536,W 116 St & Broadway,40.8082,-73.9641,47650,Subscriber,1974,1
1010,21:51.0,38:41.0,3141,1 Ave & E 68 St,40.76500525,-73.95818491,4036,Motorgate,40.7639089,-73.9477213,49913,Customer,1970,0
182,29:03.5,32:06.4,3536,W 116 St & Broadway,40.8082,-73.9641,3366,West End Ave & W 107 St,40.8021174,-73.96818053,47650,Customer,1970,0
535,47:19.3,56:14.8,4036,Motorgate,40.7639089,-73.9477213,3514,Astoria Park S & Shore Blvd,40.7767,-73.927631,49913,Customer,1970,0
573,39:41.8,49:15.2,3514,Astoria Park S & Shore Blvd,40.7767,-73.927631,3554,Vernon Blvd & 41 Rd,40.7552433,-73.9485678,49913,Customer,1970,0
137,06:23.2,08:40.9,3554,Vernon Blvd & 41 Rd,40.7552433,-73.9485678,3130,21 St & Queens Plaza North,40.75325964,-73.94335788,49913,Customer,1970,0
6231,14:42.9,58:34.8,3366,West End Ave & W 107 St,40.8021174,-73.96818053,3350,W 100 St & Broadway,40.7973721,-73.97041192,47650,Customer,1970,0
368,42:46.2,48:54.2,3130,21 St & Queens Plaza North,40.75325964,-73.94335788,3608,5 St & 51 Ave,40.7423737,-73.9566,49913,Customer,1970,0
269,01:07.0,05:36.3,3350,W 100 St & Broadway,40.7973721,-73.97041192,3287,W 87 St & West End Ave,40.789622,-73.97757,47650,Customer,1970,0
2207,45:21.8,22:08.9,3608,5 St & 51 Ave,40.7423737,-73.9566,3354,3 St & Prospect Park West,40.668132,-73.97363831,49913,Customer,1970,0
769,46:49.9,59:39.6,3354,3 St & Prospect Park West,40.668132,-73.97363831,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,49913,Customer,1970,0
241,12:23.7,16:24.9,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,49913,Customer,1970,0
1087,58:57.1,17:04.7,3287,W 87 St & West End Ave,40.789622,-73.97757,525,W 34 St & 11 Ave,40.75594159,-74.0021163,47650,Subscriber,1978,1
503,27:36.8,36:00.1,525,W 34 St & 11 Ave,40.75594159,-74.0021163,450,W 49 St & 8 Ave,40.76227205,-73.98788205,47650,Customer,1970,0
322,39:35.2,44:57.6,3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,3755,DeKalb Ave & Franklin Ave,40.69064807,-73.95746179,49913,Customer,1970,0
885,46:14.1,00:59.6,450,W 49 St & 8 Ave,40.76227205,-73.98788205,505,6 Ave & W 33 St,40.74901271,-73.98848395,47650,Customer,1970,0
708,11:55.9,23:44.5,3755,DeKalb Ave & Franklin Ave,40.69064807,-73.95746179,3584,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,49913,Customer,1970,0
517,21:44.0,30:21.2,505,6 Ave & W 33 St,40.74901271,-73.98848395,525,W 34 St & 11 Ave,40.75594159,-74.0021163,47650,Customer,1970,0
850,33:57.2,48:08.0,525,W 34 St & 11 Ave,40.75594159,-74.0021163,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,47650,Customer,1970,0
2709,05:17.9,50:27.3,3584,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,174,E 25 St & 1 Ave,40.7381765,-73.97738662,49913,Customer,1970,0
226,13:28.7,17:15.2,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,223,W 13 St & 7 Ave,40.73781509,-73.99994661,47650,Customer,1970,0
1638,21:58.9,49:17.6,223,W 13 St & 7 Ave,40.73781509,-73.99994661,3307,West End Ave & W 94 St,40.7941654,-73.974124,47650,Customer,1970,0
1445,04:57.5,29:02.6,174,E 25 St & 1 Ave,40.7381765,-73.97738662,3244,University Pl & E 8 St,40.73143724,-73.99490342,49913,Customer,1970,0
339,29:19.3,34:58.7,3307,West End Ave & W 94 St,40.7941654,-73.974124,4124,Central Park W & W 91 St,40.78866499,-73.96680057,47650,Customer,1970,0
144,33:33.6,35:58.2,3244,University Pl & E 8 St,40.73143724,-73.99490342,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,49913,Customer,1970,0
531,41:04.3,49:56.0,4124,Central Park W & W 91 St,40.78866499,-73.96680057,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,47650,Customer,1970,0
875,41:30.7,56:05.9,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,440,E 45 St & 3 Ave,40.75255434,-73.97282625,49913,Customer,1970,0
240,55:08.6,59:08.9,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,47650,Customer,1970,0
740,01:39.5,14:00.2,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,499,Broadway & W 60 St,40.76915505,-73.98191841,47650,Customer,1970,0
422,16:47.1,23:49.6,440,E 45 St & 3 Ave,40.75255434,-73.97282625,305,E 58 St & 3 Ave,40.76095756,-73.96724467,49913,Customer,1970,0
2854,01:36.6,49:11.5,499,Broadway & W 60 St,40.76915505,-73.98191841,477,W 41 St & 8 Ave,40.75640548,-73.9900262,47650,Customer,1970,0
3346,20:39.1,16:26.0,477,W 41 St & 8 Ave,40.75640548,-73.9900262,405,Washington St & Gansevoort St,40.739323,-74.008119,47650,Customer,1970,0
661,15:08.2,26:09.6,305,E 58 St & 3 Ave,40.76095756,-73.96724467,499,Broadway & W 60 St,40.76915505,-73.98191841,49913,Customer,1970,0
1681,31:34.1,59:35.5,499,Broadway & W 60 St,40.76915505,-73.98191841,486,Broadway & W 29 St,40.7462009,-73.98855723,49913,Customer,1970,0
4095,51:18.1,59:34.1,405,Washington St & Gansevoort St,40.739323,-74.008119,3735,W 30 St & 10 Ave,40.752694,-74.002353,47650,Customer,1970,0
1086,26:12.9,44:19.1,486,Broadway & W 29 St,40.7462009,-73.98855723,4232,6 Ave & W 45 St,40.756951,-73.982631,49913,Customer,1970,0
1659,02:18.4,29:58.0,3735,W 30 St & 10 Ave,40.752694,-74.002353,363,West Thames St,40.70834698,-74.01713445,47650,Customer,1970,0
1747,10:05.1,39:12.6,4232,6 Ave & W 45 St,40.756951,-73.982631,376,John St & William St,40.70862144,-74.00722156,49913,Subscriber,1969,1
1048,13:55.8,31:24.4,376,John St & William St,40.70862144,-74.00722156,317,E 6 St & Avenue B,40.72453734,-73.98185424,49913,Customer,1970,0
944,47:05.0,02:49.4,363,West Thames St,40.70834698,-74.01713445,376,John St & William St,40.70862144,-74.00722156,47650,Customer,1970,0
1110,46:13.7,04:44.5,317,E 6 St & Avenue B,40.72453734,-73.98185424,3016,Kent Ave & N 7 St,40.72036775,-73.96165073,49913,Customer,1970,0
1973,58:45.1,31:38.5,3016,Kent Ave & N 7 St,40.72036775,-73.96165073,3095,Graham Ave & Herbert St,40.71929301,-73.94500379,49913,Customer,1970,0
923,50:09.7,05:32.8,376,John St & William St,40.70862144,-74.00722156,432,E 7 St & Avenue A,40.72621788,-73.98379855,47650,Customer,1970,0
108,37:15.9,39:04.5,3095,Graham Ave & Herbert St,40.71929301,-73.94500379,3086,Graham Ave & Conselyea St,40.715143,-73.944507,49913,Subscriber,1989,1
334,01:31.5,07:05.5,3086,Graham Ave & Conselyea St,40.715143,-73.944507,3092,Berry St & N 8 St,40.7190095,-73.95852515,49913,Customer,1970,0
197,39:26.5,42:43.9,3092,Berry St & N 8 St,40.7190095,-73.95852515,3109,Banker St & Meserole Ave,40.72606,-73.95621,49913,Customer,1970,0
963,19:40.0,35:43.4,432,E 7 St & Avenue A,40.72621788,-73.98379855,3078,Broadway & Roebling St,40.70924826,-73.96063149,47650,Customer,1970,0
259,04:06.4,08:25.7,3109,Banker St & Meserole Ave,40.72606,-73.95621,3100,Nassau Ave & Newell St,40.72481256,-73.94752622,49913,Customer,1970,0
306,33:15.2,38:21.5,3078,Broadway & Roebling St,40.70924826,-73.96063149,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,47650,Customer,1970,0
756,55:04.1,07:40.3,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3078,Broadway & Roebling St,40.70924826,-73.96063149,47650,Customer,1970,0
473,48:46.8,56:40.1,3078,Broadway & Roebling St,40.70924826,-73.96063149,311,Norfolk St & Broome St,40.7172274,-73.98802084,47650,Customer,1970,0
442,26:53.2,34:16.2,311,Norfolk St & Broome St,40.7172274,-73.98802084,319,Fulton St & Broadway,40.711066,-74.009447,47650,Customer,1970,0
211,09:19.5,12:51.2,3100,Nassau Ave & Newell St,40.72481256,-73.94752622,3900,Morgan Ave & Lombardy St,40.72226,-73.93889,49913,Customer,1970,0
1264,24:38.7,45:42.7,3900,Morgan Ave & Lombardy St,40.72226,-73.93889,418,Front St & Gold St,40.70224,-73.982578,49913,Customer,1970,0
312,36:15.5,41:27.9,319,Fulton St & Broadway,40.711066,-74.009447,426,West St & Chambers St,40.71754834,-74.01322069,47650,Customer,1970,0
1098,00:20.3,18:39.1,418,Front St & Gold St,40.70224,-73.982578,3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,49913,Subscriber,1980,1
311,48:57.5,54:09.2,426,West St & Chambers St,40.71754834,-74.01322069,319,Fulton St & Broadway,40.711066,-74.009447,47650,Customer,1970,0
384,56:52.4,03:16.9,319,Fulton St & Broadway,40.711066,-74.009447,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,47650,Customer,1970,0
643,24:08.2,34:51.4,3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,3766,Sharon St & Olive St,40.715353,-73.93856,49913,Customer,1970,0
1973,05:56.6,38:50.0,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,490,8 Ave & W 33 St,40.751551,-73.993934,47650,Customer,1970,0
914,44:34.7,59:49.5,490,8 Ave & W 33 St,40.751551,-73.993934,3173,Riverside Blvd & W 67 St,40.77750703,-73.98888588,47650,Customer,1970,0
451,35:44.0,43:16.0,3766,Sharon St & Olive St,40.715353,-73.93856,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,49913,Customer,1970,0
343,01:13.8,06:57.0,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,3086,Graham Ave & Conselyea St,40.715143,-73.944507,49913,Customer,1970,0
304,11:24.7,16:28.7,3086,Graham Ave & Conselyea St,40.715143,-73.944507,3900,Morgan Ave & Lombardy St,40.72226,-73.93889,49913,Customer,1970,0
1995,19:04.0,52:19.4,3900,Morgan Ave & Lombardy St,40.72226,-73.93889,3226,W 82 St & Central Park West,40.78275,-73.97137,49913,Customer,1970,0
1565,04:14.9,30:20.8,3173,Riverside Blvd & W 67 St,40.77750703,-73.98888588,4187,Fulton St & Pearl St,40.70772198,-74.00438637,47650,Customer,1970,0
2848,47:05.2,34:34.0,3226,W 82 St & Central Park West,40.78275,-73.97137,400,Pitt St & Stanton St,40.71926081,-73.98178024,49913,Customer,1970,0
177,46:56.6,49:53.9,400,Pitt St & Stanton St,40.71926081,-73.98178024,312,Allen St & Stanton St,40.722055,-73.989111,49913,Customer,1970,0
1376,51:20.4,14:17.0,312,Allen St & Stanton St,40.722055,-73.989111,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,49913,Customer,1970,0
182,42:28.5,45:31.3,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,476,E 31 St & 3 Ave,40.74394314,-73.97966069,49913,Customer,1970,0
552,42:34.3,51:47.1,476,E 31 St & 3 Ave,40.74394314,-73.97966069,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,49913,Customer,1970,0
840,16:25.0,30:25.6,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,454,E 51 St & 1 Ave,40.75455731,-73.96592976,49913,Customer,1970,0
465,17:39.8,25:24.8,454,E 51 St & 1 Ave,40.75455731,-73.96592976,3141,1 Ave & E 68 St,40.76500525,-73.95818491,49913,Customer,1970,0
509,04:43.8,13:13.1,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3134,3 Ave & E 62 St,40.76312584,-73.96526895,49913,Customer,1970,0
597,14:55.7,24:53.5,4187,Fulton St & Pearl St,40.70772198,-74.00438637,332,Cherry St,40.71219906,-73.97948148,47650,Customer,1970,0
728,41:29.5,53:38.3,3134,3 Ave & E 62 St,40.76312584,-73.96526895,3336,E 97 St & Madison Ave,40.787801,-73.953559,49913,Customer,1970,0
1406,56:54.4,20:20.7,3336,E 97 St & Madison Ave,40.787801,-73.953559,3618,27 St & Hunter St,40.7485,-73.941275,49913,Customer,1970,0
1210,14:59.8,35:10.5,332,Cherry St,40.71219906,-73.97948148,545,E 23 St & 1 Ave,40.736502,-73.97809472,47650,Customer,1970,0
941,29:37.2,45:18.2,3618,27 St & Hunter St,40.7485,-73.941275,440,E 45 St & 3 Ave,40.75255434,-73.97282625,49913,Customer,1970,0
185,36:42.7,39:48.3,545,E 23 St & 1 Ave,40.736502,-73.97809472,536,1 Ave & E 30 St,40.74144387,-73.97536082,47650,Customer,1970,0
1063,50:22.5,08:06.1,440,E 45 St & 3 Ave,40.75255434,-73.97282625,229,Great Jones St,40.72743423,-73.99379025,49913,Customer,1970,0
